first_name,last_name,team,position,hair_style,hair_color,skin_color,pro_bowl,nfl_icon,tattoo_left,tattoo_right,tendency,face_id,sleeves,left_hand,right_hand,left_wrist,right_wrist,left_elbow,right_elbow,left_knee,right_knee,left_shoe,right_shoe,neck_pad,mouthpiece,breathing_strip,eye_black,helmet,face_mask,visor,awareness,speed,acceleration,agility,strength,elusiveness,carrying,trucking,catching,jumping,throw_power,throw_accuracy_short,throw_accuracy_mid,throw_accuracy_deep,throw_on_the_run,playaction,pass_block,run_block,tackle,kick_power,kick_accuracy,kick_return,stamina,injury,run_block_power,run_block_finesse,pass_block_power,pass_block_finesse,break_tackle,toughness,handedness,jersey_number,height,weight,age,birthdate,years_pro,college,draft_round,draft_pick,contract_length,contract_years_left,total_salary,signing_bonus,role_one,role_two
Ryan,Griffin,Buccaneers,QB,7,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66,64,77,63,52,32,66,30,45,65,77,80,73,69,74,64,14,15,19,22,22,10,87,90,10,15,10,15,35,74,Right,4,77,210,29,11/17/1989,6,Tulane,15,63,2,2,2900000,450000,45,45
Nick,Fitzgerald,Buccaneers,QB,7,3,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,84,88,74,73,73,61,72,54,74,88,71,64,62,71,69,48,47,29,50,35,50,93,88,46,49,46,48,71,91,Right,7,77,228,23,1/14/1996,0,Mississippi State,15,63,3,3,1755000,0,45,45
Blaine,Gabbert,Buccaneers,QB,11,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,82,82,79,66,53,50,30,28,74,81,80,76,72,72,73,24,20,26,22,22,10,88,90,11,11,15,19,55,89,Right,11,76,235,29,10/15/1989,8,Missouri,1,10,1,1,1600000,500000,45,45
Beau,Allen,Buccaneers,RE,7,3,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,59,74,57,88,15,40,20,32,76,13,6,6,6,6,6,53,60,83,23,11,10,72,93,45,45,45,45,10,88,Right,91,75,327,27,11/14/1991,5,Wisconsin,7,32,1,1,4000000,4000000,45,45
Ndamukong,Suh,Buccaneers,RE,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,85,71,82,78,98,24,45,25,45,80,28,6,6,6,6,6,45,45,84,66,52,10,94,93,45,45,45,45,19,98,Right,93,76,313,32,1/6/1987,9,Nebraska,1,2,1,1,9250000,9250000,45,45
Leka,Uhatafe,Buccaneers,RG,7,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,62,77,315,24,10/25/1994,1,Utah,15,63,2,2,1080000,0,45,45
Alex,Cappa,Buccaneers,RG,9,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,61,76,60,82,22,46,40,51,67,16,6,6,6,6,6,66,72,43,21,18,11,90,91,72,74,63,69,35,92,Right,65,78,305,24,1/27/1995,1,Humboldt State,3,30,4,3,3368704,793704,45,45
Earl,Watford,Buccaneers,RG,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,76,68,79,60,85,10,44,25,34,79,23,6,6,6,6,6,65,64,44,14,10,10,83,95,66,62,66,60,5,87,Right,71,76,298,29,6/24/1990,6,James Madison,4,20,1,1,870000,565000,45,45
Kahzin,Daniels,Buccaneers,ROLB,3,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,41,76,240,23,10/26/1995,0,Charleston (WV),15,63,3,3,1755000,0,45,45
David,Kenney,Buccaneers,ROLB,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,46,74,250,24,2/6/1995,0,Illinois State,15,63,3,3,1755000,0,45,45
Noah,Spence,Buccaneers,ROLB,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,79,80,87,80,79,25,45,29,35,84,22,6,6,6,6,6,44,44,76,21,19,9,82,88,44,45,45,44,25,82,Right,57,74,251,25,1/8/1994,3,Eastern Kentucky,2,7,4,1,6036312,3764422,45,45
Devante,Bond,Buccaneers,ROLB,10,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68,82,87,81,74,30,32,27,46,85,27,6,6,6,6,6,45,45,77,25,24,10,88,87,45,45,45,45,15,74,Right,59,73,236,26,7/3/1993,3,Oklahoma,6,23,1,1,645000,0,45,45
Pat,O'Connor,Buccaneers,ROLB,9,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,78,88,71,83,18,24,37,29,76,25,6,6,6,6,6,45,45,77,17,25,10,81,88,45,45,45,45,10,81,Right,79,76,270,25,11/1/1993,2,Eastern Michigan,15,63,2,2,1230000,0,45,45
Jason,Pierre-Paul,Buccaneers,ROLB,3,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,89,78,84,82,85,40,37,25,29,85,33,6,6,6,6,6,45,45,81,22,21,10,92,93,45,45,45,45,30,70,Right,90,77,277,30,1/1/1989,9,South Florida,1,15,4,2,62000000,29000000,45,45
William,Poehls,Buccaneers,RT,9,4,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,61,77,72,80,20,20,24,24,70,22,6,6,6,6,19,74,75,36,25,25,10,82,84,79,79,77,74,-1,81,Right,69,80,344,27,11/27/1991,5,Montana,15,63,2,2,1230000,0,45,45
Demar,Dotson,Buccaneers,RT,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,91,57,67,58,86,10,35,20,25,50,22,6,6,6,6,6,91,74,55,15,15,10,83,84,75,70,93,90,5,80,Right,69,81,315,33,10/11/1985,10,Southern Mississippi,15,63,4,1,16500000,4250000,45,45
Ruben,Holcomb,Buccaneers,RT,3,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,70,76,309,24,11/25/1994,1,Indianapolis,15,63,2,2,1080000,0,45,45
Caleb,Benenoch,Buccaneers,RT,3,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77,73,84,54,78,21,33,30,25,77,25,6,6,6,6,6,68,66,33,22,21,10,83,86,68,64,68,66,11,75,Right,77,77,305,25,8/8/1994,3,UCLA,5,20,4,1,2593184,253184,45,45
Kentrell,Brice,Buccaneers,SS,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,91,91,77,71,44,64,45,60,95,22,6,6,6,6,6,35,35,65,21,21,50,88,86,35,35,35,35,29,75,Right,24,71,200,25,8/11/1994,3,Louisiana Tech,15,63,1,1,1000000,0,45,45
Orion,Stewart,Buccaneers,SS,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,86,91,82,68,55,68,47,74,88,25,6,6,6,6,6,35,35,73,15,12,40,91,91,35,35,35,35,40,78,Right,30,74,205,25,1/10/1994,2,Baylor,15,63,1,1,495000,0,45,45
Jordan,Whitehead,Buccaneers,SS,2,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,86,88,81,67,68,65,48,67,82,24,6,6,6,6,6,45,35,71,13,11,40,92,84,35,35,35,35,50,80,Right,31,70,198,22,3/18/1997,1,Pittsburgh,4,21,4,3,3127256,667256,45,45
Jamel,Dean,Buccaneers,SS,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,35,73,206,22,10/15/1996,0,Auburn,3,30,4,4,3558852,846852,45,45
M.J.,Stewart Jr,Buccaneers,SS,2,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,87,89,87,66,65,63,36,65,84,25,6,6,6,6,6,35,35,67,10,11,76,92,93,35,35,35,35,56,86,Right,36,71,200,23,9/16/1995,1,North Carolina,2,21,4,3,5083118,2967863,45,45
Isaiah,Johnson,Buccaneers,SS,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,81,86,82,66,62,58,53,64,76,25,6,6,6,6,6,35,35,75,15,14,53,87,90,35,35,35,35,47,82,Right,39,72,209,26,10/14/1992,4,South Carolina,15,63,1,1,720000,0,45,45
O.J.,Howard,Buccaneers,TE,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,80,78,251,24,11/18/1994,2,Alabama,1,19,4,2,11094856,11094856,45,45
Antony,Auclair,Buccaneers,TE,3,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,76,86,78,77,62,66,70,74,81,33,12,12,12,12,12,59,55,46,29,18,10,85,86,54,47,58,53,66,87,Right,82,78,256,26,5/28/1993,2,Laval (Canada),15,63,3,1,1685000,81200,45,45
Cameron,Brate,Buccaneers,TE,7,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,87,80,86,77,72,58,76,63,85,83,20,15,10,6,10,6,55,60,40,24,22,8,84,91,59,54,54,51,58,75,Right,84,77,245,28,7/3/1991,5,Harvard,15,63,6,5,40800000,7000000,45,45
Scott,Orndoff,Buccaneers,TE,4,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,87,77,256,25,12/16/1993,2,Pittsburgh,15,63,1,1,495000,0,45,45
Jordan,Leggett,Buccaneers,TE,3,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,82,84,75,70,69,76,66,82,80,25,15,10,6,10,6,60,66,29,15,19,11,86,86,58,65,53,59,70,73,Right,87,77,258,24,1/31/1995,2,Clemson,5,22,4,2,2682052,282052,45,45
Tanner,Hudson,Buccaneers,TE,7,3,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,82,85,77,70,50,68,70,77,80,30,15,10,6,10,6,56,58,33,21,19,18,83,87,57,51,55,50,53,77,Right,88,77,239,24,11/12/1994,1,Southern Arkansas,15,63,2,1,1050000,0,45,45
Scott,Miller,Buccaneers,WR,3,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,94,93,86,54,75,72,30,81,82,35,35,30,18,30,19,26,42,27,17,13,74,87,88,15,11,10,11,66,80,Right,10,69,174,22,7/31/1997,0,Bowling Green State,6,48,4,4,2647840,127840,45,45
Chris,Godwin,Buccaneers,WR,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,86,91,92,87,72,78,66,78,89,87,33,20,15,10,15,6,57,54,27,25,21,48,93,97,23,16,20,20,77,87,Right,12,73,207,23,2/27/1996,2,Penn State,3,20,4,2,3284164,663041,45,45
Mike,Evans,Buccaneers,WR,4,0,1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,95,89,91,86,79,70,76,76,88,95,35,25,20,15,15,10,45,55,39,25,24,50,92,91,38,35,25,23,76,88,Right,13,77,231,25,8/21/1993,5,Texas A&M,1,7,6,5,82500000,38258000,45,45
Cortrelle,Simpson,Buccaneers,WR,10,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,14,71,193,22,8/30/1996,0,Richmond,15,63,3,3,1755000,0,45,45
K.J.,Brent,Buccaneers,WR,3,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,88,93,87,61,75,63,51,75,84,35,15,10,6,10,6,36,40,31,23,22,65,88,87,22,13,21,19,70,76,Right,15,76,196,26,8/6/1993,3,Wake Forest,15,63,2,2,1230000,0,45,45
Bryant,Mitchell,Buccaneers,WR,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,16,74,198,27,8/16/1992,0,Northwestern State-Louisiana,15,63,1,1,495000,0,45,45
Emanuel,Hall,Buccaneers,WR,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,93,94,86,63,75,74,39,79,95,28,15,10,6,10,6,33,39,24,18,13,55,88,84,18,11,22,17,71,78,Right,16,75,195,22,5/21/1997,0,Missouri,15,63,3,3,1767000,42000,45,45
Justin,Watson,Buccaneers,WR,7,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,91,92,83,69,62,76,58,81,93,26,15,10,6,10,6,39,50,30,17,15,25,92,90,36,30,31,34,70,88,Right,17,75,215,24,4/4/1995,1,Pennsylvania,5,16,4,3,2761736,301736,45,45
DaMarkus,Lodge,Buccaneers,WR,3,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,87,87,82,61,71,76,38,77,83,24,15,10,6,10,6,36,50,29,18,13,60,89,90,21,28,23,21,70,83,Right,18,74,203,22,5/12/1997,0,Mississippi,15,63,3,3,1755000,0,45,45
Breshad,Perriman,Buccaneers,WR,0,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,95,92,86,68,78,69,64,81,87,36,20,20,15,10,10,33,33,29,24,21,60,85,76,27,21,18,17,74,74,Right,19,74,215,25,9/10/1993,4,Central Florida,1,26,1,1,4000000,4000000,45,45
Anthony,Johnson,Buccaneers,WR,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,87,90,84,69,73,75,60,82,81,40,33,28,25,33,15,39,48,30,17,12,45,88,90,28,27,26,23,71,84,Right,81,74,206,24,1/29/1995,0,Buffalo,15,63,3,3,1755000,0,45,45
Spencer,Schnell,Buccaneers,WR,7,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,83,69,180,24,12/7/1994,0,Illinois State,15,63,3,3,1755000,0,45,45
Bobo,Wilson Jr,Buccaneers,WR,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,87,91,88,58,72,69,38,77,77,29,15,10,6,10,6,38,34,26,16,25,81,90,87,16,12,13,10,73,72,Right,85,69,186,24,1/25/1995,2,Florida State,15,63,2,1,1200000,0,45,45
Matthew,Eaton,Buccaneers,WR,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,89,76,211,23,12/9/1995,0,Iowa State,15,63,1,1,495000,0,45,45
Mason,Cole,Cardinals,C,7,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,64,80,59,81,15,28,50,29,71,17,6,6,6,6,6,69,71,26,19,16,10,86,93,68,72,67,71,8,88,Right,52,77,300,23,3/28/1996,1,Michigan,3,33,4,3,3221516,761516,45,45
A.Q.,Shipley,Cardinals,C,0,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,79,61,80,66,87,15,40,10,25,76,17,6,6,6,6,6,67,64,26,19,16,10,80,87,66,62,69,66,8,92,Right,53,73,307,33,5/22/1986,10,Penn State,7,34,2,1,2700000,710000,45,45
Coleman,Shelton,Cardinals,C,7,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,61,77,299,24,7/28/1995,1,Washington,15,63,1,1,495000,0,45,45
Lamont,Gaillard,Cardinals,C,2,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,67,80,62,88,10,45,15,35,67,30,6,6,6,6,6,69,71,46,25,25,10,86,88,73,70,72,68,5,85,Right,65,75,305,23,2/8/1996,0,Georgia,6,19,4,4,2708136,188136,45,45
Tramaine,Brock,Cardinals,CB,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,86,89,87,64,66,55,10,68,88,21,6,6,6,6,6,35,35,56,29,21,50,90,93,35,35,35,35,56,70,Right,20,72,188,30,8/20/1988,9,Belhaven College,15,63,1,1,1350000,500000,45,45
Patrick,Peterson,Cardinals,CB,5,0,2,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,88,92,92,95,71,87,67,55,81,95,64,59,37,32,35,10,35,35,59,28,21,88,97,97,35,35,35,35,85,82,Right,21,73,203,29,7/11/1990,8,LSU,1,5,7,2,70050000,16250000,45,45
Robert,Alford,Cardinals,CB,3,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77,92,92,90,59,75,64,29,74,93,29,6,6,6,6,6,35,35,55,15,14,73,92,86,35,35,35,35,65,69,Right,23,70,186,30,11/1/1988,6,Southeastern Louisiana,2,28,3,3,22500000,8950000,45,45
Chris,Jones,Cardinals,CB,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,87,87,84,54,66,62,29,55,83,22,6,6,6,6,6,35,35,46,19,12,45,89,82,35,35,35,35,47,93,Right,25,72,200,24,8/13/1995,1,Nebraska,15,63,2,1,1050000,0,45,45
Brandon,Williams,Cardinals,CB,2,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,93,92,88,64,76,75,49,53,84,27,15,10,8,15,12,10,16,51,18,17,72,90,91,33,34,33,34,66,88,Right,26,72,200,26,9/9/1992,3,Texas A&M,3,28,4,1,3082696,672696,45,45
Deatrick,Nichols,Cardinals,CB,10,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,91,93,91,57,61,61,10,65,88,22,6,6,6,6,6,35,35,46,17,12,45,90,91,35,35,35,35,66,79,Right,28,70,189,25,6/8/1994,1,South Florida,15,63,1,1,570000,0,45,45
Byron,Murphy Jr,Cardinals,CB,2,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77,88,90,92,60,70,61,30,73,87,25,6,6,6,6,6,10,18,56,10,11,57,90,86,35,35,35,35,56,81,Right,33,71,190,21,1/18/1998,0,Washington,2,1,4,4,7989498,6133278,45,45
Terrell,McClain,Cardinals,DT,1,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,79,74,83,55,89,10,40,20,27,65,30,6,6,6,6,6,45,45,81,15,22,10,70,87,45,45,45,45,10,65,Right,62,74,301,31,7/20/1988,8,South Florida,3,1,1,1,1020000,90000,45,45
Miles,Brown,Cardinals,DT,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,72,74,320,21,9/4/1997,0,Wofford,15,63,3,3,1769000,14000,45,45
Pasoni,Tasini,Cardinals,DT,7,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,96,75,307,26,5/31/1993,2,Utah,15,63,1,1,495000,0,45,45
Corey,Peters,Cardinals,DT,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77,69,82,70,88,10,40,20,39,75,10,6,6,6,6,6,45,45,85,8,6,10,76,88,45,45,45,45,10,75,Right,98,75,335,31,6/8/1988,9,Kentucky,3,19,4,2,12000000,3558823,45,45
Josh,Shaw,Cardinals,FS,10,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,89,90,85,74,70,65,39,62,88,35,6,6,6,6,6,35,35,68,25,25,60,89,78,35,35,35,35,55,75,Right,27,73,199,27,3/27/1992,4,USC,4,24,1,1,895000,45000,45,45
Budda,Baker,Cardinals,FS,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,90,90,92,72,72,72,36,74,79,25,15,10,10,15,15,35,35,71,20,20,66,95,89,35,35,35,35,57,83,Right,32,70,195,23,1/10/1996,2,Washington,2,4,4,2,6829970,4472705,45,45
Deionte,Thompson,Cardinals,FS,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68,87,88,86,59,60,63,30,68,85,23,15,10,10,15,15,35,35,69,11,15,51,88,86,35,35,35,35,41,83,Right,35,73,195,22,2/11/1997,0,Alabama,5,11,4,4,2870168,350168,45,45
Jalen,Thompson,Cardinals,FS,3,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,38,71,190,21,7/18/1998,0,Washington State,5,33,4,4,2862920,342920,45,45
Jonathan,Owens,Cardinals,FS,3,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,42,71,210,24,7/22/1995,1,Missouri Western State,15,63,3,2,1722000,12000,45,45
T.J.,Logan,Cardinals,HB,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68,93,90,92,61,80,79,62,69,81,30,25,20,15,15,15,40,27,24,25,25,82,87,89,17,15,26,22,76,77,Right,22,71,196,24,9/3/1994,2,North Carolina,5,51,4,2,2601948,201948,45,45
Chase,Edmonds,Cardinals,HB,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66,88,91,90,64,77,84,51,69,82,26,22,16,12,17,16,45,29,28,18,12,70,85,84,23,18,27,33,71,85,Right,29,69,208,23,4/13/1996,1,Fordham,4,38,4,3,2912356,452356,45,45
David,Johnson,Cardinals,HB,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,89,92,92,90,79,84,86,86,70,95,25,25,20,15,10,10,58,40,25,20,17,83,95,87,32,34,30,24,86,90,Right,31,73,224,27,12/16/1991,4,Northern Iowa,3,22,4,3,39000000,24682500,45,45
Dontae,Strickland,Cardinals,HB,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,34,71,201,22,3/22/1997,0,Syracuse,15,63,3,3,1755000,0,45,45
D.J.,Foster,Cardinals,HB,5,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,90,93,89,64,70,79,67,69,85,35,49,47,44,67,25,61,35,31,23,22,75,88,87,29,29,45,40,70,76,Right,37,72,205,25,11/22/1993,3,Arizona State,15,63,1,1,645000,0,45,45
Wes,Hills,Cardinals,HB,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,49,72,218,24,6/5/1995,0,Slippery Rock,15,63,3,3,1755000,0,45,45
Zane,Gonzalez,Cardinals,K,7,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,75,83,58,45,28,23,24,28,50,29,33,28,24,26,18,16,24,24,96,72,10,83,86,10,10,10,10,18,62,Right,5,72,202,24,5/7/1995,2,Arizona State,7,32,2,1,1200000,0,45,45
