Team,First Name,Last Name,Position,Awareness,Speed,Acceleration,Agility,Strength,Elusiveness,Carrying,Trucking,Catching,Jumping,Throw Power,Throw Accuracy Short,Throw Accuracy Mid,Throw Accuracy Deep,Throw on the Run,Throw Accuracy,Pass Block,Run Block,Pass Block Strength,Pass Block Footwork,Run Block Strength,Run Block Footwork,Tackle,Kick Power,Kick Accuracy,Kick Return,Stamina,Injury,Toughness
Chiefs,Phillip,Gaines,CB,71,93,93,93,49,,62,25,64,87,27,6,6,6,,,45,45,,,,,43,10,11,60,92,88,68
Chiefs,Eric,Murray,CB,55,89,92,85,68,,58,26,55,89,27,6,6,6,,,20,25,,,,,70,18,17,60,90,91,84
Chiefs,Steven,Nelson,CB,61,90,90,91,71,,59,20,68,85,26,6,6,6,,,45,45,,,,,60,15,14,65,90,94,87
Chiefs,Marcus,Peters,CB,83,90,89,90,68,,66,25,80,87,29,6,6,6,,,45,45,,,,,54,15,14,45,87,94,73
Chiefs,KeiVarae,Russell,CB,60,90,90,93,70,,62,28,63,90,27,6,6,6,,,20,22,,,,,69,18,17,56,90,86,83
Chiefs,D.J.,White,CB,52,89,88,89,68,,62,28,66,89,27,6,6,6,,,18,22,,,,,60,18,17,65,89,90,85
Chiefs,David,King,DT,60,80,85,73,83,,50,34,45,81,35,6,6,6,,,45,45,,,,,75,30,30,10,82,92,76
Chiefs,Dontari,Poe,DT,83,73,83,75,97,,40,60,37,80,25,6,6,6,,,45,67,,,,,87,23,17,10,95,93,88
Chiefs,Alameda,Ta'amu,DT,70,60,76,61,92,,40,29,35,71,14,7,7,7,,,45,45,,,,,87,16,21,6,73,86,85
Chiefs,Trey,Millard,FB,45,84,83,74,69,,81,78,61,75,30,20,15,10,,,67,66,,,,,20,25,25,40,87,84,80
Chiefs,Anthony,Sherman,FB,77,78,85,72,79,,72,67,65,65,35,20,15,10,,,72,75,,,,,69,20,20,10,87,92,90
Chiefs,Eric,Berry,FS,87,91,90,87,57,,67,55,79,93,20,15,10,10,,,45,45,,,,,77,22,12,60,85,91,92
Chiefs,Daniel,Sorensen,FS,61,83,89,85,62,,60,40,56,81,30,10,10,10,,,45,45,,,,,72,25,25,45,88,93,85
Chiefs,Jamaal,Charles,HB,89,91,92,97,62,,87,68,72,90,30,35,30,20,,,49,40,,,,,25,25,25,66,95,87,74
Chiefs,Knile,Davis,HB,61,92,93,86,79,,77,83,64,83,42,39,35,20,,,55,45,,,,,39,25,25,88,87,75,78
Chiefs,Spencer,Ware,HB,73,85,88,81,73,,94,88,58,87,40,40,35,30,,,65,61,,,,,35,32,31,55,85,92,84
Chiefs,Charcandrick,West,HB,70,90,93,85,64,,79,73,60,96,30,35,30,20,,,48,35,,,,,34,15,14,75,88,87,65
Chiefs,Cairo,Santos,K,58,75,76,74,33,,35,10,25,60,25,15,15,15,,,17,17,,,,,22,91,87,10,84,95,60
Chiefs,Jaye,Howard,LE,82,77,84,72,76,,40,35,25,77,28,6,6,6,,,45,45,,,,,86,19,11,13,74,87,70
Chiefs,Chris,Jones,LE,65,71,85,72,88,,29,33,26,72,23,6,6,6,,,21,36,,,,,82,17,17,9,77,90,86
Chiefs,Rakeem,Nunez-Roches,LE,52,72,83,54,80,,40,15,35,83,16,6,6,6,,,45,45,,,,,85,15,25,10,86,78,76
Chiefs,Parker,Ehinger,LG,56,64,80,58,80,,27,26,22,69,20,6,6,6,,,76,78,,,,,33,12,12,10,82,88,73
Chiefs,Jarrod,Pughsley,LG,48,61,82,46,86,,34,24,33,67,27,6,6,6,,,78,76,,,,,38,21,25,10,76,90,81
Chiefs,Justin,Houston,LOLB,89,83,86,84,85,,40,40,46,77,36,6,6,6,,,45,45,,,,,93,37,16,10,91,93,80
Chiefs,Dezman,Moses,LOLB,62,73,86,80,74,,66,56,61,88,34,6,6,6,,,45,45,,,,,71,28,28,10,82,91,85
Chiefs,Dadi,Nicolas,LOLB,59,81,84,84,69,,40,31,47,90,22,6,6,6,,,24,30,,,,,74,21,19,9,87,89,86
Chiefs,Frank,Zombo,LOLB,74,77,85,75,68,,50,49,58,72,18,6,6,6,,,45,45,,,,,82,22,29,10,88,85,91
Chiefs,Eric,Fisher,LT,80,69,82,74,86,,45,39,40,76,29,6,6,6,,,81,78,,,,,43,21,11,10,94,91,86
Chiefs,D.J.,Alexander,MLB,53,86,90,84,67,,60,42,54,84,25,6,6,6,,,45,45,,,,,77,17,19,10,84,76,68
Chiefs,Derrick,Johnson,MLB,96,81,85,83,73,,65,25,74,74,8,6,6,6,,,45,45,,,,,86,21,10,10,96,85,90
Chiefs,Josh,Mauga,MLB,81,80,87,79,68,,54,44,60,70,19,6,6,6,,,45,45,,,,,83,24,21,10,88,75,87
Chiefs,Ramik,Wilson,MLB,68,84,88,74,75,,60,39,53,85,25,6,6,6,,,45,45,,,,,85,20,20,10,82,92,77
Chiefs,Dustin,Colquitt,P,69,69,63,55,40,,40,10,23,25,40,30,30,25,,,17,16,,,,,29,89,91,10,90,95,75
Chiefs,Tyler,Bray,QB,52,69,79,62,54,,54,32,35,68,93,75,72,73,,,14,11,,,,,20,15,12,10,90,87,69
Chiefs,Kevin,Hogan,QB,64,80,84,77,68,,72,62,42,74,86,79,76,71,,,21,32,,,,,39,24,20,19,93,91,95
Chiefs,Aaron,Murray,QB,52,73,75,73,49,,63,25,45,69,85,80,78,68,,,18,22,,,,,20,30,32,10,92,79,88
Chiefs,Alex,Smith,QB,86,76,80,76,63,,64,26,30,63,85,92,91,77,,,20,20,,,,,25,15,12,10,94,88,92
Chiefs,Allen,Bailey,RE,77,79,83,74,88,,50,54,45,87,30,6,6,6,,,45,45,,,,,80,30,30,10,84,92,88
Chiefs,Jimmy,Staten,RE,50,69,75,61,86,,55,35,46,76,20,6,6,6,,,45,45,,,,,83,20,20,10,74,89,79
Chiefs,Nick,Williams,RE,68,72,86,73,83,,40,24,23,81,19,6,6,6,,,45,45,,,,,78,15,11,10,73,93,76
Chiefs,Jordan,Devey,RG,65,62,80,60,82,,40,25,35,69,30,6,6,6,,,69,75,,,,,39,25,25,10,85,87,88
Chiefs,Laurent,Duvernay-Tardif,RG,70,72,82,72,92,,65,15,40,77,17,6,6,6,,,75,78,,,,,45,20,21,10,85,93,86
Chiefs,Dee,Ford,ROLB,65,85,84,85,86,,50,24,45,85,25,6,6,6,,,45,45,,,,,76,14,12,10,84,87,86
Chiefs,Tamba,Hali,ROLB,93,74,79,74,89,,40,10,43,74,32,6,6,6,,,45,45,,,,,81,16,6,12,90,91,84
Chiefs,Jonathan,Massaquoi,ROLB,74,80,87,72,73,,55,35,40,83,18,6,6,6,,,45,45,,,,,76,14,32,10,86,91,66
Chiefs,Andy,Mulumba,ROLB,62,77,86,73,74,,40,40,52,88,10,6,6,6,,,45,45,,,,,72,28,22,10,82,88,74
Chiefs,Reid,Fragel,RT,59,66,79,63,90,,65,39,60,78,30,6,6,6,,,70,80,,,,,35,25,25,10,84,90,86
Chiefs,Jah,Reid,RT,78,59,77,54,91,,30,10,22,35,11,6,6,6,,,68,75,,,,,37,10,10,10,76,95,90
Chiefs,Mitchell,Schwartz,RT,85,57,73,63,85,,40,21,27,73,11,6,6,6,,,92,83,,,,,35,15,12,10,88,84,91
Chiefs,Stevie,Brown,SS,74,85,90,80,66,,62,45,75,82,30,15,10,10,,,45,45,,,,,72,25,25,40,88,92,82
Chiefs,Jamell,Fleming,SS,64,89,88,87,67,,65,40,67,85,36,6,6,6,,,45,45,,,,,47,26,26,41,92,81,74
Chiefs,Ron,Parker,SS,78,90,90,87,64,,60,20,72,86,25,15,10,10,,,45,45,,,,,66,20,20,45,87,88,70
Chiefs,Demetrius,Harris,TE,55,86,87,88,63,,68,65,76,88,35,15,10,6,,,50,64,,,,,40,30,30,25,82,90,70
Chiefs,Travis,Kelce,TE,85,85,87,85,79,,64,75,85,91,67,63,60,54,,,54,67,,,,,45,35,32,6,87,82,85
Chiefs,James,O'Shaughnessy,TE,53,83,88,82,68,,70,60,79,85,35,35,33,32,,,54,69,,,,,42,15,14,25,82,85,72
Chiefs,Brian,Parker,TE,52,81,89,73,77,,62,63,64,80,19,15,10,6,,,59,75,,,,,35,17,18,10,86,90,87
Chiefs,James,Winchester,TE,50,84,87,80,67,,64,32,60,88,40,10,10,10,,,50,46,,,,,40,25,24,10,74,76,75
Chiefs,Chris,Conley,WR,60,93,92,91,70,,72,54,77,97,35,24,22,20,,,40,41,,,,,35,20,20,75,87,90,74
Chiefs,Frankie,Hammond,WR,64,89,92,91,54,,64,34,72,83,35,15,10,6,,,35,39,,,,,25,30,30,78,87,92,67
Chiefs,Tyreek,Hill,WR,50,95,94,91,66,,75,23,74,91,36,15,10,6,,,33,42,,,,,27,13,15,84,89,88,66
Chiefs,Seantavius,Jones,WR,64,87,89,85,59,,69,43,72,89,43,35,34,31,,,35,42,,,,,25,21,21,60,85,88,75
Chiefs,Jeremy,Maclin,WR,89,92,89,93,57,,66,54,93,87,24,15,10,6,,,22,39,,,,,20,21,11,75,93,83,78
Chiefs,Mitch,Mathews,WR,49,89,90,84,66,,64,26,80,88,23,15,10,6,,,45,48,,,,,32,15,19,40,90,91,85
Chiefs,Demarcus,Robinson,WR,57,88,91,93,59,,68,34,75,88,24,21,18,16,,,38,45,,,,,23,23,22,71,90,89,76
Chiefs,Rod,Streater,WR,66,88,87,85,64,,74,54,83,90,25,15,10,6,,,40,40,,,,,42,22,24,57,90,90,82
Chiefs,De'Anthony,Thomas,WR,71,91,90,97,41,,72,38,80,85,32,25,20,15,,,29,30,,,,,19,20,22,89,81,80,64
Chiefs,Mike,Williams,WR,68,84,88,85,71,,74,66,79,91,25,15,10,6,,,45,48,,,,,32,12,12,55,90,89,76
Chiefs,Albert,Wilson,WR,78,90,88,88,47,,68,43,83,90,24,15,10,6,,,24,44,,,,,25,21,18,77,88,91,68
Colts,Austin,Blythe,C,54,60,79,70,82,,24,26,27,61,24,6,6,6,,,74,78,,,,,32,20,20,9,93,93,96
Colts,Ryan,Kelly,C,73,71,81,73,84,,25,29,26,77,24,6,6,6,,,80,83,,,,,32,20,20,9,87,90,90
Colts,Jalil,Brown,CB,58,87,92,90,63,,56,50,52,84,18,6,6,6,,,45,45,,,,,53,17,22,35,88,90,77
Colts,Darius,Butler,CB,74,87,92,85,58,,66,10,71,91,22,6,6,6,,,45,45,,,,,61,34,17,39,91,95,79
Colts,Vontae,Davis,CB,92,88,92,96,67,,65,30,81,94,18,6,6,6,,,45,45,,,,,67,12,12,55,92,96,75
Colts,Tay,Glover-Wright,CB,58,92,93,87,52,,58,30,69,85,18,6,6,6,,,45,45,,,,,44,12,12,58,88,92,65
Colts,Tevin,Mitchel,CB,54,90,90,90,62,,63,22,59,86,30,6,6,6,,,45,45,,,,,38,15,15,50,88,77,69
Colts,Patrick,Robinson,CB,79,86,90,87,55,,65,15,65,86,22,6,6,6,,,45,45,,,,,58,25,16,45,91,90,69
Colts,D'Joun,Smith,CB,59,91,90,90,73,,60,21,66,86,25,6,6,6,,,45,45,,,,,50,14,14,72,88,90,65
Colts,Darius,White,CB,44,87,88,85,66,,58,25,60,78,25,6,6,6,,,19,28,,,,,51,10,11,45,82,88,68
Colts,Zach,Kerr,DT,63,68,82,57,87,,45,35,35,76,10,6,6,6,,,45,45,,,,,80,11,10,10,68,82,76
Colts,Ricky,Lumpkin,DT,67,58,76,55,88,,40,10,35,55,31,6,6,6,,,45,45,,,,,76,11,20,10,72,84,85
Colts,David,Parry,DT,71,59,81,53,91,,35,24,25,77,10,6,6,6,,,45,45,,,,,81,24,21,10,83,78,85
Colts,Clayton,Geathers,FS,58,87,90,79,74,,64,52,53,87,30,15,10,10,,,45,45,,,,,76,25,19,40,85,91,86
Colts,T.J.,Green,FS,50,93,93,87,66,,63,52,77,86,26,6,6,6,,,19,27,,,,,78,20,19,81,90,88,77
Colts,Winston,Guy Jr.,FS,61,83,88,83,66,,65,55,52,79,30,6,6,6,,,45,45,,,,,68,25,25,30,90,88,85
Colts,Josh,Ferguson,HB,41,91,92,80,81,,75,72,55,82,31,35,30,20,,,52,43,,,,,33,21,20,85,86,88,80
Colts,Frank,Gore,HB,90,82,88,82,74,,82,84,66,70,31,35,30,20,,,66,45,,,,,32,20,14,15,90,86,97
Colts,Jordan,Todman,HB,60,89,90,91,60,,77,61,63,82,30,35,30,20,,,48,35,,,,,25,11,21,79,87,85,70
Colts,Robert,Turbin,HB,69,89,88,81,82,,84,82,65,87,30,30,25,20,,,64,35,,,,,20,25,25,40,85,83,95
Colts,Trey,Williams,HB,47,90,91,91,70,,69,37,55,83,32,30,25,15,,,33,32,,,,,22,13,10,70,80,81,55
Colts,Adam,Vinatieri,K,75,59,60,57,40,,40,10,50,29,29,35,30,25,,,22,18,,,,,32,88,93,10,97,90,60
Colts,Henry,Anderson,LE,77,73,81,66,81,,45,44,50,79,19,6,6,6,,,45,45,,,,,83,17,25,10,74,82,85
Colts,Kendall,Langford,LE,85,69,84,61,85,,38,20,33,65,25,6,6,6,,,45,45,,,,,85,20,20,10,83,92,82
Colts,Earl,Okine,LE,57,66,82,74,77,,35,15,36,72,19,6,6,6,,,45,45,,,,,73,27,24,10,82,87,79
Colts,Jack,Mewhort,LG,77,59,77,53,89,,50,40,40,71,22,6,6,6,,,86,93,,,,,29,20,20,10,89,93,75
Colts,Hugh,Thornton,LG,73,67,82,66,91,,45,19,48,71,25,6,6,6,,,72,77,,,,,38,11,11,10,84,85,92
Colts,Trevor,Bates,LOLB,48,80,88,85,72,,53,26,57,82,25,6,6,6,,,21,28,,,,,80,20,20,10,87,91,84
Colts,Ron,Thompson,LOLB,45,78,85,75,75,,50,40,45,70,34,6,6,6,,,45,45,,,,,77,28,28,10,85,88,80
Colts,Erik,Walden,LOLB,80,76,83,71,74,,44,40,37,81,34,6,6,6,,,45,45,,,,,81,28,28,10,82,92,80
Colts,Anthony,Castonzo,LT,85,62,76,67,88,,35,10,35,60,16,6,6,6,,,82,82,,,,,42,21,11,10,86,87,81
Colts,Le'Raven,Clark,LT,57,67,79,68,81,,32,20,27,78,22,6,6,6,,,79,78,,,,,28,18,19,9,87,90,88
Colts,Kevin,Graf,LT,52,69,80,54,85,,40,15,22,69,31,6,6,6,,,72,75,,,,,44,27,15,10,78,92,74
Colts,Amarlo,Herrera,MLB,56,80,85,75,75,,60,43,63,81,25,6,6,6,,,45,45,,,,,79,20,20,10,87,92,73
Colts,Nate,Irving,MLB,75,78,81,73,75,,55,45,64,70,33,6,6,6,,,45,45,,,,,89,20,21,10,88,82,93
Colts,D'Qwell,Jackson,MLB,86,75,82,75,77,,59,40,61,74,26,6,6,6,,,45,45,,,,,90,17,19,13,97,84,85
Colts,Curt,Maggitt,MLB,43,80,80,81,79,,50,50,65,70,18,6,6,6,,,45,45,,,,,80,22,29,10,89,91,80
Colts,Sio,Moore,MLB,72,83,86,82,74,,55,55,64,91,33,6,6,6,,,45,45,,,,,83,20,21,10,92,89,82
Colts,Antonio,Morrison,MLB,61,76,82,83,78,,42,29,48,81,25,6,6,6,,,22,29,,,,,81,20,20,10,87,84,77
Colts,Pat,McAfee,P,68,72,68,75,52,,35,10,35,45,32,30,30,25,,,19,22,,,,,68,97,98,10,88,95,65
Colts,Andrew,Luck,QB,87,83,86,84,74,,58,55,72,86,95,91,89,80,,,22,26,,,,,21,25,28,10,97,96,96
Colts,Stephen,Morris,QB,42,83,88,83,56,,63,44,52,76,90,73,73,71,,,25,28,,,,,36,25,20,25,93,85,82
Colts,Scott,Tolzien,QB,62,72,78,66,54,,65,20,35,68,83,86,79,72,,,15,20,,,,,30,25,25,10,90,90,90
Colts,Sterling,Bailey,RE,42,71,83,74,76,,40,25,39,74,10,6,6,6,,,45,45,,,,,78,21,20,10,80,88,80
Colts,Arthur,Jones,RE,76,68,77,68,90,,40,25,10,73,15,6,6,6,,,45,45,,,,,81,15,14,10,79,85,96
Colts,T.Y.,McGill,RE,53,73,81,66,78,,45,36,38,71,14,6,6,6,,,45,45,,,,,79,17,11,10,84,90,82
Colts,Kelcy,Quarles,RE,53,70,77,73,84,,40,25,39,63,10,6,6,6,,,45,45,,,,,72,21,20,10,74,91,76
Colts,Hassan,Ridgeway,RE,52,72,84,73,87,,36,34,38,77,23,6,6,6,,,32,37,,,,,82,17,17,9,77,82,70
Colts,Jonotthan,Harrison,RG,74,66,79,57,87,,45,20,45,72,30,6,6,6,,,76,77,,,,,35,25,25,10,82,94,75
Colts,Jeremy,Vujnovich,RG,42,75,81,65,90,,22,25,35,77,30,6,6,6,,,78,72,,,,,35,21,20,10,76,88,74
Colts,Trent,Cole,ROLB,89,75,84,74,74,,40,10,30,58,14,6,6,6,,,45,45,,,,,77,13,6,10,85,88,85
Colts,Robert,Mathis,ROLB,88,75,84,82,78,,40,10,42,64,12,6,6,6,,,45,45,,,,,80,14,12,10,84,89,82
Colts,Josh,McNary,ROLB,68,79,83,77,68,,65,55,64,75,20,6,6,6,,,45,45,,,,,79,27,23,10,92,95,97
Colts,Denzelle,Good,RT,57,62,72,52,87,,40,25,35,72,25,6,6,6,,,76,82,,,,,40,28,15,11,69,84,75
Colts,Joe,Haeg,RT,58,67,81,73,83,,29,27,26,75,24,6,6,6,,,75,78,,,,,32,22,21,10,86,92,93
Colts,Joe,Reitz,RT,83,60,64,52,86,,35,10,20,33,20,6,6,6,,,83,78,,,,,30,12,12,10,74,94,82
Colts,Mitchell,Van Dyk,RT,52,66,76,65,75,,64,15,60,75,17,6,6,6,,,69,83,,,,,35,20,21,10,82,92,84
Colts,Mike,Adams,SS,82,81,84,82,61,,65,45,75,81,23,15,10,10,,,45,45,,,,,67,15,15,50,85,90,70
Colts,Stefan,McClure,SS,42,84,87,85,77,,71,48,70,89,18,6,6,6,,,22,26,,,,,77,17,22,30,88,90,88
Colts,Dezmen,Southward,SS,49,91,93,92,63,,60,35,57,97,30,15,10,10,,,45,45,,,,,67,20,15,40,85,92,89
Colts,Dwayne,Allen,TE,81,75,84,73,82,,74,76,84,83,35,15,10,6,,,70,66,,,,,33,33,32,25,90,87,76
Colts,Chase,Coffman,TE,64,73,77,76,60,,77,55,76,76,20,15,10,6,,,55,67,,,,,40,24,22,8,92,87,65
Colts,Jack,Doyle,TE,68,75,76,73,79,,73,65,76,73,22,15,10,6,,,49,80,,,,,45,21,22,10,82,89,75
Colts,Matt,Overton,TE,60,70,72,66,66,,60,39,46,72,40,12,12,12,,,70,57,,,,,60,29,18,10,78,90,75
Colts,Erik,Swoope,TE,35,79,84,87,65,,64,69,66,88,25,15,10,6,,,50,66,,,,,40,15,19,11,75,85,74
Colts,Daniel,Anthrop,WR,40,89,90,86,61,,63,67,75,74,45,15,10,6,,,55,32,,,,,33,14,22,71,88,87,75
Colts,Josh,Boyce,WR,51,91,89,89,70,,72,69,72,85,40,15,10,6,,,37,55,,,,,35,30,30,56,90,90,86
Colts,Quan,Bray,WR,62,89,91,87,62,,70,35,74,83,38,25,20,15,,,40,42,,,,,39,26,28,86,87,87,72
Colts,Andre,Debose,WR,47,90,90,90,62,,68,36,68,88,29,15,10,6,,,28,35,,,,,25,32,31,78,85,85,54
Colts,Phillip,Dorsett,WR,63,96,92,96,65,,59,28,83,89,34,15,10,6,,,32,39,,,,,20,21,15,81,88,77,70
Colts,T.Y.,Hilton,WR,92,94,92,96,41,,64,31,93,86,22,15,10,6,,,33,41,,,,,20,15,14,85,93,85,80
Colts,Mekale,McKay,WR,42,88,92,86,69,,63,51,75,88,35,15,10,6,,,36,47,,,,,31,23,22,65,88,87,77
Colts,Donte,Moncrief,WR,78,91,93,87,62,,73,69,87,91,35,30,25,15,,,45,60,,,,,34,22,20,75,92,91,75
Colts,Tevaun,Smith,WR,42,92,93,92,66,,61,51,73,88,35,15,10,6,,,36,47,,,,,31,23,22,65,88,87,78
Cowboys,Jake,Brendel,C,50,72,83,70,80,,44,15,40,69,22,6,6,6,,,75,73,,,,,41,18,22,10,90,90,89
Cowboys,Travis,Frederick,C,89,52,75,59,90,,44,25,45,74,26,6,6,6,,,86,96,,,,,33,22,22,10,92,91,89
Cowboys,Joe,Looney,C,63,69,75,59,82,,40,16,35,71,19,6,6,6,,,70,76,,,,,31,17,35,10,83,85,90
Cowboys,Anthony,Brown,CB,55,95,91,82,73,,63,26,68,86,27,6,6,6,,,18,21,,,,,55,18,17,56,90,91,88
Cowboys,Brandon,Carr,CB,80,86,91,86,51,,60,35,69,88,35,6,6,6,,,45,45,,,,,67,25,25,65,94,97,72
Cowboys,Morris,Claiborne,CB,71,89,89,92,47,,62,24,68,86,54,54,42,38,,,45,45,,,,,49,10,11,67,95,86,78
Cowboys,Isaiah,Frey,CB,67,88,88,87,50,,65,30,67,85,25,6,6,6,,,45,45,,,,,57,10,11,45,90,92,67
Cowboys,Deji,Olatoye,CB,57,90,90,84,66,,59,24,51,87,20,6,6,6,,,45,45,,,,,55,29,22,35,88,90,68
Cowboys,Orlando,Scandrick,CB,82,90,91,92,52,,72,36,73,94,36,6,6,6,,,45,45,,,,,62,26,26,70,89,94,80
Cowboys,Josh,Thomas,CB,57,87,87,83,63,,60,22,47,83,13,6,6,6,,,45,45,,,,,60,8,10,55,88,82,65
Cowboys,Maliek,Collins,DT,61,71,81,79,79,,31,29,27,77,23,6,6,6,,,26,33,,,,,82,17,17,9,79,90,87
Cowboys,Jack,Crawford,DT,71,78,85,65,69,,40,30,35,82,19,6,6,6,,,45,45,,,,,76,15,15,10,75,84,92
Cowboys,Tyrone,Crawford,DT,82,78,83,66,81,,40,30,36,84,30,9,9,9,,,45,50,,,,,82,22,21,10,82,87,80
Cowboys,Terrell,McClain,DT,70,74,83,54,92,,40,20,25,65,30,6,6,6,,,45,45,,,,,78,15,22,10,70,87,65
Cowboys,Cedric,Thornton,DT,80,61,75,67,88,,40,10,34,67,12,6,6,6,,,45,45,,,,,91,10,15,10,74,90,74
Cowboys,Keith,Smith,FB,59,75,80,87,75,,66,52,55,80,25,6,6,6,,,57,64,,,,,73,20,20,10,84,90,69
Cowboys,Jeff,Heath,FS,64,88,88,83,68,,65,40,59,90,20,6,6,6,,,45,45,,,,,66,24,29,45,85,91,81
Cowboys,Byron,Jones,FS,69,91,93,97,70,,59,35,62,99,47,6,6,6,,,45,45,,,,,66,24,21,65,91,90,83
Cowboys,J.J.,Wilcox,FS,73,87,91,88,62,,65,60,68,73,24,6,6,6,,,45,45,,,,,79,26,19,68,88,86,84
Cowboys,Lance,Dunbar,HB,73,91,90,93,49,,80,54,67,86,25,35,30,20,,,45,40,,,,,37,22,25,79,92,93,71
Cowboys,Ezekiel,Elliott,HB,69,92,90,91,75,,86,69,66,83,27,30,22,20,,,73,47,,,,,59,21,20,63,94,92,90
Cowboys,Darius,Jackson,HB,45,92,91,81,74,,85,87,62,90,34,29,24,22,,,51,40,,,,,27,28,22,72,86,89,87
Cowboys,Darren,McFadden,HB,85,89,90,80,72,,84,81,62,90,66,51,45,20,,,51,29,,,,,35,25,25,76,88,72,74
Cowboys,Alfred,Morris,HB,81,87,87,82,82,,90,86,57,86,38,10,10,10,,,56,63,,,,,45,25,25,54,93,94,90
Cowboys,Rod,Smith,HB,51,86,88,82,87,,71,78,59,86,30,20,24,19,,,57,54,,,,,53,25,25,57,87,89,81
Cowboys,Dan,Bailey,K,70,66,69,64,39,,45,15,40,50,45,25,25,20,,,10,15,,,,,20,94,96,10,84,88,75
Cowboys,David,Irving,LE,58,78,84,83,70,,59,59,57,88,28,6,6,6,,,48,54,,,,,67,15,15,10,82,88,79
Cowboys,DeMarcus,Lawrence,LE,72,78,87,82,76,,42,44,36,83,25,6,6,6,,,45,45,,,,,78,19,19,10,86,92,73
Cowboys,Benson,Mayowa,LE,65,80,86,79,70,,35,35,45,87,10,6,6,6,,,45,45,,,,,70,30,20,10,74,88,73
Cowboys,La'el,Collins,LG,75,72,75,65,88,,40,24,30,76,25,6,6,6,,,77,81,,,,,34,24,22,10,85,92,88
Cowboys,Ronald,Leary,LG,75,62,75,55,87,,50,25,52,77,35,6,6,6,,,78,79,,,,,42,25,21,11,78,88,75
Cowboys,Justin,Durant,LOLB,82,83,87,82,64,,65,30,64,85,20,6,6,6,,,45,45,,,,,86,25,25,10,86,88,88
Cowboys,Anthony,Hitchens,LOLB,78,80,89,81,74,,65,44,60,86,25,6,6,6,,,45,45,,,,,79,20,20,15,88,94,91
Cowboys,Kyle,Wilber,LOLB,76,82,87,75,73,,58,40,63,83,25,6,6,6,,,45,45,,,,,80,20,20,10,82,88,75
Cowboys,Tyron,Smith,LT,92,72,82,78,88,,55,10,56,74,35,6,6,6,,,97,98,,,,,45,25,21,11,88,87,86
Cowboys,Bryan,Witzmann,LT,63,66,80,54,80,,42,15,41,74,22,6,6,6,,,73,81,,,,,28,19,19,10,78,94,74
Cowboys,Andrew,Gachkar,MLB,71,83,86,77,66,,60,59,55,75,25,6,6,6,,,45,45,,,,,83,32,29,10,86,85,77
Cowboys,Brandon,Hepburn,MLB,69,86,85,76,72,,60,39,60,86,25,6,6,6,,,45,45,,,,,82,20,20,10,87,91,85
Cowboys,Rolando,McClain,MLB,85,80,85,80,77,,55,30,63,79,30,6,6,6,,,45,45,,,,,89,20,21,10,87,89,87
Cowboys,Jaylon,Smith,MLB,70,85,88,87,75,,45,28,53,86,25,6,6,6,,,21,29,,,,,88,19,19,10,86,77,85
Cowboys,Chris,Jones,P,66,80,81,64,35,,35,10,24,55,37,30,30,25,,,14,15,,,,,22,93,92,10,74,92,64
Cowboys,Kellen,Moore,QB,70,76,79,54,43,,54,20,40,72,80,84,83,72,,,15,20,,,,,15,25,25,10,94,96,87
Cowboys,Dak,Prescott,QB,67,82,86,83,74,,62,73,33,73,92,81,74,71,,,21,44,,,,,40,26,22,13,93,92,93
Cowboys,Tony,Romo,QB,90,67,73,73,55,,50,20,15,55,88,93,92,85,,,10,10,,,,,16,20,10,10,95,87,98
Cowboys,Jameill,Showers,QB,39,83,87,79,63,,63,45,60,88,91,69,68,67,,,25,28,,,,,35,25,20,35,85,87,67
Cowboys,Randy,Gregory,RE,66,84,88,85,78,,55,50,48,87,24,6,6,6,,,45,45,,,,,73,26,19,10,74,82,64
Cowboys,Lawrence,Okoye,RE,48,76,84,72,85,,54,65,49,86,60,6,6,6,,,45,45,,,,,71,49,44,10,72,90,75
Cowboys,Ryan,Russell,RE,54,83,87,79,77,,45,48,52,82,35,6,6,6,,,45,45,,,,,69,30,30,10,79,83,62
Cowboys,Charles,Tapper,RE,50,85,88,72,80,,37,28,42,84,22,6,6,6,,,28,36,,,,,83,20,19,9,87,93,94
Cowboys,Zack,Martin,RG,85,69,81,65,89,,40,24,32,73,29,6,6,6,,,95,92,,,,,28,9,14,10,93,97,88
Cowboys,Sean,Lee,ROLB,92,82,89,81,75,,50,35,81,75,25,6,6,6,,,45,45,,,,,92,20,20,10,95,77,80
Cowboys,Mark,Nzeocha,ROLB,52,83,87,84,76,,58,44,63,82,25,6,6,6,,,45,45,,,,,81,20,20,10,85,76,74
Cowboys,Damien,Wilson,ROLB,63,80,86,76,74,,55,42,60,87,30,6,6,6,,,45,45,,,,,82,20,20,10,83,88,85
Cowboys,Cameron,Bradfield,RT,67,74,80,62,84,,45,20,45,72,30,6,6,6,,,71,79,,,,,42,20,20,6,75,87,75
Cowboys,Doug,Free,RT,88,60,76,68,81,,65,10,40,73,17,6,6,6,,,83,79,,,,,45,20,21,10,91,93,86
Cowboys,Chaz,Green,RT,63,66,79,64,76,,50,28,42,79,30,6,6,6,,,79,73,,,,,51,21,21,10,84,78,85
Cowboys,Barry,Church,SS,77,86,88,81,65,,60,60,71,77,24,6,6,6,,,45,45,,,,,83,26,19,35,90,97,93
Cowboys,Kavon,Frazier,SS,48,86,87,86,72,,62,57,68,92,27,6,6,6,,,23,29,,,,,78,21,18,42,89,91,92
