team,first_name,last_name,position,awareness,speed,acceleration,agility,strength,elusiveness,carrying,trucking,catching,jumping,throw_power,throw_accuracy_short,throw_accuracy_mid,throw_accuracy_deep,throw_on_the_run,throw_accuracy,pass_block,run_block,pass_block_power,pass_block_finesse,run_block_power,run_block_finesse,tackle,kick_power,kick_accuracy,kick_return,stamina,injury,toughness,handedness,jersey_number,height,weight,age,birthdate,years_pro,college,draft_round,draft_pick,contract_length,contract_years_left,total_salary,signing_bonus,role_one,role_two,pro_bowl,nfl_icon,hair_style,hair_color,skin_color,tattoo_left,tattoo_right,tendency,face_id,sleeves,left_hand,right_hand,left_wrist,right_wrist,left_elbow,right_elbow,left_knee,right_knee,left_shoe,right_shoe,neck_pad,mouthpiece,breathing_strip,eye_black,helmet,face_mask,visor
Colts,Quincy,Wilson,CB,63,88,90,86,68,69,64,42,67,80,35,6,6,6,6,30,45,45,45,45,45,45,58,19,22,55,93,87,83,Right,31,73,210,21,8/16/1996,1,Florida,2,14,4,4,5766262,3525747,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Johnathan,Hankins,DT,82,61,79,64,93,10,45,35,30,67,10,6,6,6,6,9,45,45,45,45,45,45,85,11,10,10,77,92,72,Right,95,74,323,25,3/30/1992,5,Ohio State,2,17,3,3,27000000,10000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Joey,Mbu,DT,54,56,79,59,84,10,38,35,34,72,20,6,6,6,6,20,45,45,45,45,45,45,81,20,20,10,78,90,82,Right,94,75,323,24,3/28/1993,3,Houston,15,63,2,2,1170000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Al,Woods,DT,72,70,82,55,93,10,25,15,20,45,20,6,6,6,6,16,45,45,45,45,45,45,84,19,22,10,77,88,75,Right,99,76,319,30,3/25/1987,8,LSU,4,27,2,2,4000000,250000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Darius,Butler,FS,82,89,93,85,63,76,66,10,72,91,22,6,6,6,6,19,45,45,45,45,45,45,58,34,17,39,91,95,79,Right,20,70,190,31,3/18/1986,9,Connecticut,2,9,1,1,3000000,2500000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Malik,Hooker,FS,68,88,91,88,76,63,68,46,75,91,26,15,10,10,15,25,23,28,44,43,44,43,72,20,19,48,92,85,77,Right,29,74,209,21,4/2/1996,1,Ohio State,1,15,4,4,12598556,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Josh,Ferguson,HB,53,91,92,89,69,77,72,59,55,82,31,35,30,20,15,28,52,43,49,47,44,43,33,21,20,84,86,88,80,Right,39,70,203,24,5/23/1993,2,Illinois,15,63,2,2,1170000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Frank,Gore,HB,97,82,88,83,74,74,84,85,69,74,31,35,30,20,15,24,68,45,70,74,38,38,32,20,14,25,90,86,97,Right,23,69,215,34,5/14/1983,13,Miami (Fla.),3,1,3,1,12000000,6500000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Matt,Jones,HB,73,89,91,85,72,71,75,82,63,79,25,30,25,15,10,24,52,52,49,47,55,54,35,20,18,40,82,76,86,Right,34,74,239,24,3/7/1993,3,Florida,3,31,1,1,615000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Marlon,Mack,HB,65,89,93,91,68,76,76,54,70,85,31,28,23,19,29,40,47,32,44,53,30,30,28,25,22,60,88,89,81,Right,25,72,210,21,3/7/1996,1,South Florida,4,47,4,4,2534348,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Christine,Michael,HB,75,91,93,92,78,64,75,82,61,94,45,40,35,33,40,40,64,45,47,39,54,53,39,20,22,45,86,84,80,Right,32,70,221,27,11/9/1990,5,Texas A&M,2,30,1,1,775000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Robert,Turbin,HB,72,90,89,84,82,73,84,82,65,87,30,30,25,20,15,30,70,35,44,40,42,44,20,25,25,40,85,83,95,Right,33,70,221,28,12/2/1989,6,Utah State,4,10,2,2,2700000,500000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,George,Winn,HB,51,88,92,84,73,63,79,78,53,84,35,35,30,20,15,35,57,47,56,55,49,47,49,20,20,67,84,90,85,Right,44,71,215,27,11/10/1990,5,Cincinnati,15,63,2,2,1320000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Nyheim,Hines,HB,57,93,93,90,60,79,81,42,68,85,29,30,25,20,20,20,42,26,43,35,40,35,29,21,20,82,86,88,88,Right,42,69,200,21,11/12/1996,0,North Carolina State,4,4,4,4,3148548,724548,45,45,0,0,3,0,2,0,0,1,-1,5,7,7,0,0,0,0,0,0,0,0,0,3,0,1,-1,-1,1
Colts,Adam,Vinatieri,K,73,56,58,57,40,25,40,10,50,29,29,35,30,25,20,15,22,18,22,22,18,18,32,88,93,10,97,90,60,Right,4,72,209,44,12/28/1972,22,South Dakota State,15,63,2,1,6000000,1000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Henry,Anderson,LE,80,73,82,68,83,15,45,44,44,79,19,6,6,6,6,22,45,45,45,45,45,45,83,17,25,10,74,82,85,Right,96,78,301,26,8/3/1991,3,Stanford,3,29,4,2,2937176,613676,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Anthony,Johnson,LE,56,64,80,62,78,10,39,19,26,65,21,6,6,6,6,24,45,45,45,45,45,45,81,24,17,10,75,92,77,Right,97,74,295,24,1/24/1993,4,LSU,15,63,2,2,1320000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Caraun,Reid,LE,69,75,85,67,75,12,40,25,32,74,26,6,6,6,6,26,45,45,45,45,45,45,73,25,25,11,72,86,69,Right,68,74,298,26,11/23/1991,4,Princeton,5,18,1,1,690000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Hassan,Ridgeway,LE,56,72,84,73,87,19,36,34,35,77,23,6,6,6,6,21,32,37,44,45,46,45,82,17,17,9,77,82,70,Right,91,75,318,23,11/2/1994,2,Texas,4,20,4,3,2900224,560224,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Mark,Glowinski,LG,74,68,84,66,91,10,40,25,15,80,12,6,6,6,6,14,71,75,83,72,86,74,35,18,16,10,85,92,86,Right,54,76,310,25,5/3/1992,3,West Virginia,4,38,4,2,2625688,345688,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Joe,Haeg,LG,70,67,81,73,83,15,29,27,26,75,24,6,6,6,6,22,72,79,74,67,84,76,32,22,21,10,86,92,93,Right,73,78,305,24,3/11/1993,2,North Dakota State,5,27,4,3,2582412,242412,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Jack,Mewhort,LG,83,60,74,53,89,25,50,40,40,71,22,6,6,6,6,28,84,83,83,74,89,83,29,20,20,10,89,93,75,Right,75,78,309,26,8/30/1991,4,Ohio State,2,27,4,1,3573798,1336128,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Mike,Person,LG,69,68,81,58,79,25,40,10,32,45,11,6,6,6,6,15,78,74,74,81,74,82,30,18,18,10,74,90,70,Right,72,76,300,29,6/17/1988,7,Montana State,7,47,1,1,775000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Tarell,Basham,LOLB,60,82,88,79,76,40,34,33,39,79,24,6,6,6,6,19,45,45,45,45,45,45,78,24,16,10,81,93,88,Right,58,76,258,23,3/18/1994,1,Ohio U.,3,16,4,4,3235512,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Jabaal,Sheard,LOLB,78,82,88,74,77,35,35,27,46,81,20,6,6,6,6,19,45,45,45,45,45,45,88,20,15,6,85,89,97,Right,93,75,265,28,5/10/1989,7,Pittsburgh,2,5,3,3,25500000,9500000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Tyreek,Burwell,LT,53,72,85,62,82,11,40,24,27,74,11,5,5,5,5,11,71,75,85,73,83,68,33,15,12,10,78,88,79,Right,65,78,310,25,3/11/1992,3,Cincinnati,15,63,2,2,1320000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Anthony,Castonzo,LT,89,63,78,67,89,20,35,10,35,60,16,6,6,6,6,25,83,85,85,91,75,81,42,21,11,10,86,87,81,Right,74,79,311,29,8/9/1988,7,Boston College,1,22,5,3,43812000,18000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Jeremy,Vujnovich,LT,65,76,83,65,90,10,22,25,35,77,30,6,6,6,6,25,78,72,74,81,71,74,35,21,20,10,76,88,74,Right,67,77,300,27,10/12/1990,5,Louisiana Coll.,15,63,2,1,990000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Jon,Bostic,MLB,69,85,89,75,71,31,64,44,68,80,30,6,6,6,6,35,45,45,45,45,45,45,78,20,22,10,91,85,83,Right,57,73,245,26,5/5/1991,5,Florida,2,18,1,1,690000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Jeremiah,George,MLB,61,84,88,75,76,35,45,44,55,89,27,6,6,6,6,30,45,45,45,45,45,45,84,20,20,21,88,92,77,Right,59,71,234,25,1/24/1992,4,Iowa State,5,26,2,2,1320000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Jermaine,Grace,MLB,58,87,88,87,79,29,54,32,59,80,25,6,6,6,6,25,45,45,45,45,45,45,77,19,19,10,82,89,80,Right,56,73,223,24,11/8/1993,1,Miami (Fla.),15,63,3,3,1670000,5000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Edwin,Jackson,MLB,63,80,86,79,82,38,46,45,53,84,25,6,6,6,6,25,45,45,45,45,45,45,82,20,20,10,87,87,83,Right,53,72,232,26,12/19/1991,3,Georgia Southern,15,63,2,1,990000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Antonio,Morrison,MLB,66,76,82,83,78,26,42,29,51,81,25,6,6,6,6,25,22,29,45,45,45,45,82,20,20,10,87,84,77,Right,44,73,238,23,12/6/1994,2,Florida,4,29,4,3,2859908,519908,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Anthony,Walker Jr,MLB,58,84,89,79,78,44,61,39,65,75,24,6,6,6,6,25,45,45,45,45,45,45,83,14,22,10,90,93,96,Right,50,73,244,22,8/8/1995,1,Northwestern,5,33,4,4,2665428,265428,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Rigoberto,Sanchez,P,55,73,71,66,51,24,47,21,38,59,39,37,32,26,26,39,20,20,22,20,22,20,27,92,83,10,86,92,77,Right,2,72,195,23,9/8/1994,1,Hawaii,15,63,3,3,1677000,12000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Jacoby,Brissett,QB,64,79,82,82,72,78,66,57,27,71,94,81,76,73,82,70,17,21,19,18,20,19,39,21,20,14,91,90,90,Right,7,76,235,24,12/11/1993,2,North Carolina State,3,27,4,3,3410832,680604,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Andrew,Luck,QB,85,84,86,84,74,68,58,55,72,86,95,93,87,86,85,81,22,26,15,16,16,17,21,25,28,10,97,92,97,Right,12,76,240,28,9/12/1989,6,Stanford,1,1,6,5,122970000,47000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Scott,Tolzien,QB,65,73,79,66,54,37,65,31,35,68,83,85,77,71,76,73,15,20,30,20,30,30,30,25,25,10,90,90,90,Right,16,74,214,30,9/4/1987,7,Wisconsin,15,63,2,1,3500000,500000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Margus,Hunt,RE,64,84,86,76,85,30,55,75,60,84,70,45,40,35,10,60,45,45,45,45,45,45,73,45,40,10,79,85,88,Right,92,80,297,30,7/14/1987,5,Southern Methodist,2,21,2,2,4100000,500000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Grover,Stewart,RE,55,68,83,59,90,27,26,34,30,66,19,6,6,6,6,20,45,45,45,45,45,45,76,15,15,10,79,93,92,Right,90,76,340,24,10/20/1993,1,Albany State (Ga.),4,48,4,4,2534348,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Barkevious,Mingo,ROLB,72,86,87,84,69,60,55,55,53,91,25,6,6,6,6,22,45,45,45,45,45,45,83,19,14,10,95,90,72,Right,52,76,240,27,10/4/1990,5,LSU,1,6,1,1,2000000,1000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,John,Simon,ROLB,77,82,80,73,82,33,60,61,54,84,25,6,6,6,6,35,45,45,45,45,45,45,83,32,29,10,93,86,88,Right,51,73,255,27,10/14/1990,5,Ohio State,4,33,3,3,14000000,6000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Le'Raven,Clark,RT,59,67,79,68,81,14,32,20,27,78,22,6,6,6,6,21,72,78,81,78,80,76,28,18,19,9,87,90,88,Right,62,77,315,24,4/22/1993,2,Texas Tech,3,18,4,3,3142732,733732,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Denzelle,Good,RT,74,63,72,52,87,10,40,25,35,72,25,6,6,6,6,40,74,75,76,64,86,72,40,28,15,11,72,84,75,Right,71,78,345,26,3/8/1991,3,Mars Hill,7,38,4,2,2332800,52800,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Matthias,Farley,SS,56,89,87,83,72,44,58,55,61,83,26,6,6,6,6,22,45,45,45,45,45,45,70,23,19,63,88,90,85,Right,41,71,210,25,7/15/1992,2,Notre Dame,15,63,3,2,1628000,8000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Clayton,Geathers,SS,80,87,90,79,74,41,64,52,53,87,30,15,10,10,15,30,45,45,45,45,45,45,78,25,19,40,85,89,86,Right,26,74,220,25,6/1/1992,3,Central Florida,4,13,4,2,2813928,533928,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Darrell,Daniels,TE,60,86,89,83,65,77,68,62,76,78,13,15,10,10,10,22,55,58,64,60,66,62,62,15,19,15,89,87,89,Right,47,75,246,23,11/22/1994,1,Washington,15,63,3,3,1675000,10000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Jack,Doyle,TE,80,77,76,73,79,42,73,68,87,73,22,15,10,6,10,25,54,71,69,61,72,64,45,21,22,15,82,89,75,Right,84,78,265,27,5/5/1990,5,Western Kentucky,15,63,3,3,18900000,7500000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Luke,Rhodes,TE,59,84,89,79,83,44,52,50,58,84,29,6,6,6,6,23,51,55,60,45,60,55,78,17,20,35,86,89,88,Right,46,74,240,25,12/2/1992,2,William & Mary,15,63,2,1,990000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Erik,Swoope,TE,59,80,85,87,65,64,68,69,75,88,25,15,10,6,10,25,67,56,55,60,55,60,40,15,19,15,75,85,74,Right,86,77,258,25,5/8/1992,4,Miami (Fla.),15,63,1,1,540000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Ross,Travis,TE,65,84,86,83,64,61,64,62,77,89,30,15,10,6,10,29,60,62,57,57,60,60,38,21,19,18,88,86,87,Right,43,79,235,24,1/9/1993,3,Penn State,15,63,3,2,1620000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Jason,Vander Laan,TE,55,73,77,79,70,29,62,57,60,75,30,20,15,10,10,30,57,67,60,60,64,65,44,18,20,15,84,82,84,Right,45,76,244,25,9/22/1992,2,Ferris State,15,63,2,2,1020000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Brandon,Williams,TE,58,86,87,80,77,49,69,66,71,87,13,15,10,6,10,12,65,73,62,60,67,66,47,15,19,15,84,79,76,Right,85,75,254,30,10/12/1987,5,Oregon,15,63,1,1,775000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Kamar,Aiken,WR,80,89,89,85,62,77,73,63,86,89,35,15,10,6,10,30,45,61,44,42,47,45,37,22,19,76,83,92,60,Right,17,74,216,28,5/30/1989,7,Central Florida,15,63,1,1,2600000,1500000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Quan,Bray,WR,64,89,91,87,62,77,70,35,75,83,38,25,20,15,15,28,40,40,44,42,42,45,39,26,28,86,87,86,72,Right,11,70,185,24,4/28/1993,3,Auburn,15,63,1,1,615000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,K.J.,Brent,WR,40,88,93,90,62,76,63,51,75,87,35,15,10,6,10,31,36,45,36,34,44,44,31,23,22,65,88,87,76,Right,15,76,195,24,8/6/1993,2,Wake Forest,15,63,2,2,1020000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,T.Y.,Hilton,WR,93,94,92,96,41,95,64,31,89,86,22,15,10,6,10,18,33,60,29,25,35,33,20,15,14,85,93,89,84,Right,13,69,179,28,11/14/1989,6,Florida International,3,28,6,4,65000000,11000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Krishawn,Hogan,WR,47,87,91,92,64,73,69,38,76,87,33,28,24,20,31,30,36,42,35,30,60,54,26,22,16,62,87,92,84,Right,81,75,222,22,5/12/1995,1,Marian (Ind.),15,63,2,2,1020000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Donte,Moncrief,WR,79,92,94,87,62,68,73,69,88,91,35,30,25,15,25,28,45,62,45,45,56,55,34,22,20,75,92,91,75,Right,10,74,219,24,8/6/1993,4,Mississippi,3,26,4,1,2808520,543520,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Colts,Chester,Rogers,WR,70,89,93,91,56,77,69,43,83,84,35,15,10,6,10,40,30,49,35,40,54,55,25,20,18,78,91,88,72,Right,80,73,182,23,1/12/1994,2,Grambling State,15,63,3,2,1620000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Cowboys,Travis,Frederick,C,95,56,80,69,92,10,44,25,45,74,26,6,6,6,6,24,89,92,85,75,99,97,33,22,22,10,95,97,96,Right,72,76,319,26,3/18/1991,5,Wisconsin,1,31,8,7,56400000,18162822,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Cowboys,Joe,Looney,C,66,70,75,59,82,11,40,16,35,71,19,6,6,6,6,24,72,76,78,68,85,75,31,17,35,10,83,85,90,Right,73,75,315,27,8/31/1990,6,Wake Forest,4,21,2,1,1675000,100000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Cowboys,Chidobe,Awuzie,CB,68,91,92,88,72,64,68,32,64,83,32,6,6,6,6,35,45,45,45,45,45,45,68,26,22,69,94,89,79,Right,33,72,202,22,5/24/1995,1,Colorado,2,28,4,4,4283580,1740217,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Cowboys,Bene',Benwikere,CB,64,88,87,89,57,70,65,25,70,96,79,71,68,66,39,35,45,45,45,45,45,45,56,20,20,45,92,93,70,Right,23,72,195,26,9/3/1991,4,San Jose State,5,20,1,1,690000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Cowboys,Anthony,Brown,CB,75,95,91,85,69,65,63,26,68,86,27,6,6,6,6,26,18,21,43,44,43,44,55,18,17,56,90,91,88,Right,30,71,196,24,12/15/1993,2,Purdue,6,29,4,3,2474948,134948,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Cowboys,Jourdan,Lewis,CB,68,89,90,92,69,76,65,38,68,85,24,6,6,6,6,36,45,45,45,45,45,45,66,26,26,81,95,94,82,Right,27,70,183,22,8/31/1995,1,Michigan,3,28,4,4,3248428,753428,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Cowboys,Orlando,Scandrick,CB,82,90,92,91,57,55,72,36,73,93,36,6,6,6,6,36,45,45,45,45,45,45,63,26,26,70,89,80,83,Right,32,70,196,30,2/10/1987,10,Boise State,5,15,5,3,19000000,3000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Cowboys,Richard,Ash,DT,59,58,74,58,88,18,29,51,20,62,21,6,6,6,6,21,49,53,44,45,46,45,78,17,17,12,82,88,83,Right,76,75,327,25,8/4/1992,3,Western Michigan,15,63,2,2,1170000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Cowboys,Maliek,Collins,DT,73,71,81,79,84,17,31,29,27,77,23,6,6,6,6,21,26,33,44,45,46,45,82,17,17,9,79,90,87,Right,96,74,307,22,4/8/1995,2,Nebraska,3,3,4,3,3550180,881152,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Cowboys,Stephen,Paea,DT,77,71,75,54,96,10,40,35,20,58,23,6,6,6,6,40,45,45,45,45,45,45,82,22,17,14,72,85,96,Right,55,73,298,29,5/11/1988,7,Oregon State,2,21,1,1,2000000,500000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
