PRL2,PLHA,TLHA,PRHA,TRHA,PTHA,PFNA,PLNA,PPOS,TGID,PTSA,PSTA,PFPB,PVSB,PKAC,PACC,PMPC,PHED,PGID,POID,PSPD,PAGE,PBRE,PEYE,PTGH,PCPH,PLSH,PRSH,PCTH,PLTH,PRTH,PAGI,PSKI,PDPI,PPTI,PINJ,PTAK,PPBK,PRBK,PNEK,PFMK,PBTK,PTAL,PHCL,PUCL,PLEL,TLEL,PREL,TREL,PCOL,PROL,PLPL,PGSL,PTSL,PCYL,PHLM,PSTM,PHAN,PICN,PJEN,PTEN,PCON,PSBO,PVCO,PEGO,PFHO,PDRO,PTHP,PIMP,PJMP,PYRP,PSXP,PCAR,PTAR,PJER,PMOR,PKPR,PSTR,POVR,PAWR,PLWR,TLWR,PRWR,TRWR,PFAS,PMAS,PSBS,PFCS,PMCS,PFGS,PCHS,PFHS,PMHS,PVIS,POPS,PLSS,PFTS,PMTS,PUTS,PVTS,PMUS,PHGT,PWGT,PCMT,PKRT,PYWT,PLHY,PJTY,PSTY,PFEx
12,4,4,4,4,32,Greg,Olsen,4,1,400,87,0,140,22,85,0,7,27929,27929,86,22,0,0,85,0,0,0,82,0,0,85,0,31,1015,88,40,60,55,0,6,64,0,4,0,8,8,8,8,115,45,100,0,0,4,0,75,0,0,82,1,4,140,4,55,0,1,20,52,88,0,37,70,0,1,90,26,63,83,60,0,0,0,0,10,3,26,0,0,0,0,0,0,0,4,8,3,5,2,400,0,78,98,928,5,0,-31,0,0,150
45,2,2,2,2,24,John,Gilmore,4,1,60,75,0,8,26,72,0,7,15777,15777,68,27,0,0,65,1,0,0,72,0,0,68,1,24,1009,86,30,53,54,0,8,56,6,0,0,0,0,0,0,164,45,100,0,0,1,0,0,0,0,85,1,1,8,1,0,0,6,27,26,72,5,14,65,2,1,95,26,68,69,65,0,0,0,0,10,3,26,0,0,0,0,0,0,0,4,8,3,5,2,60,0,75,105,999,15,5,-31,0,0,177
45,2,2,2,2,44,Desmond,Clark,4,1,1211,86,0,276,17,82,0,7,399,399,78,30,0,0,82,2,0,0,85,0,0,79,2,10,1009,76,32,52,55,0,8,63,0,0,0,0,0,0,0,249,45,100,5,2,2,0,80,0,0,88,1,6,276,6,75,0,6,52,57,85,8,11,70,0,1,85,22,66,86,80,0,0,0,0,10,3,26,0,0,0,0,0,0,0,4,8,3,5,2,1211,0,75,95,93,8,4,-31,0,0,84
45,2,2,2,2,30,Ronnie,Ghent,4,2,60,76,0,18,25,71,0,7,28085,28085,68,27,0,0,65,1,0,0,74,0,0,67,2,63,1009,80,30,45,55,0,6,67,0,0,0,0,0,0,0,105,45,100,0,0,2,0,0,0,0,80,1,2,18,2,63,0,15,30,32,62,1,0,55,0,1,90,25,75,70,57,0,0,0,0,10,3,26,0,0,0,0,0,0,0,4,8,3,5,2,60,0,74,93,999,5,0,-31,0,0,197
45,2,2,2,2,25,Reggie,Kelly,4,2,750,69,0,84,21,70,0,5,920,920,66,30,0,0,66,2,0,0,76,0,0,65,2,11,1009,73,31,60,65,0,6,65,0,0,0,0,0,0,0,121,45,100,0,0,3,0,0,0,0,82,2,3,84,3,63,0,2,30,53,60,8,68,61,0,1,92,26,74,81,73,0,0,0,0,10,3,26,0,0,0,0,0,0,0,4,8,3,5,2,750,0,76,95,265,8,4,-31,0,0,204
45,4,4,4,4,21,Kevin,Everett,4,3,148,85,0,52,14,77,0,5,26715,26715,74,25,1,0,85,0,0,0,74,0,0,80,2,22,1015,75,47,54,58,0,8,60,0,0,0,8,8,8,8,115,45,100,0,0,2,2,0,0,0,85,1,4,52,4,88,0,3,20,41,83,2,99,65,0,1,88,18,66,73,54,2,2,2,2,3,4,3,10,3,10,10,10,11,0,4,5,10,10,7,148,0,76,90,729,5,2,-31,0,0,195
45,4,4,4,4,10,Robert,Royal,4,3,1000,77,0,115,18,76,0,1,15300,15300,75,28,0,1,50,1,0,0,75,0,0,74,1,25,1009,69,12,54,58,0,8,66,0,0,0,0,0,0,0,106,45,100,2,0,4,0,0,0,0,84,1,5,115,5,0,0,5,15,53,60,5,119,69,0,1,95,10,70,79,72,0,0,0,0,10,3,26,0,0,0,0,0,0,0,4,8,3,5,2,1000,0,76,97,999,15,1,-31,0,0,177
45,3,4,3,4,12,Brad,Cieslak,4,3,36,76,0,10,14,75,0,7,27537,27537,70,25,0,1,75,0,0,0,71,0,0,67,0,63,1009,86,35,55,60,0,8,54,0,2,0,0,0,0,0,137,45,100,0,0,1,0,0,0,0,86,1,1,10,1,0,0,15,12,38,55,2,92,66,0,1,90,14,69,71,60,2,0,2,0,10,3,26,0,0,0,0,0,0,0,4,8,3,5,2,36,0,75,102,999,5,2,-31,0,0,150
45,4,4,4,4,15,Stephen,Alexander,4,4,420,85,0,69,25,74,0,7,1507,1507,75,30,0,0,76,2,0,0,77,0,0,74,0,18,1009,35,24,55,57,0,6,60,0,2,0,0,0,0,0,157,45,100,0,0,1,0,0,0,0,82,1,3,69,3,73,0,2,25,42,60,9,133,68,0,1,78,27,65,79,77,0,0,0,0,3,4,3,10,3,10,10,10,11,0,4,5,10,10,7,420,0,76,90,999,8,2,-31,1,0,157
45,2,2,2,2,26,Tony,Scheffler,4,4,350,85,0,115,11,84,0,7,27300,27300,82,24,0,1,68,0,0,0,76,0,0,82,0,29,1015,87,45,52,55,0,3,55,0,2,0,0,0,0,0,246,45,100,0,0,4,0,29,0,0,88,1,5,115,5,0,0,2,25,42,72,1,0,74,0,1,95,11,68,79,68,0,0,0,0,10,3,26,0,0,0,0,0,0,0,4,8,3,5,2,350,0,77,94,999,0,1,-31,0,0,159
45,4,4,4,4,15,Daniel,Graham,4,4,3000,85,0,230,10,85,0,7,14832,14832,82,27,0,0,68,1,0,0,78,0,0,78,2,21,1009,86,24,48,60,0,6,76,0,0,0,0,0,0,0,41,45,100,0,0,5,0,0,0,0,89,1,5,230,5,75,0,1,25,55,75,5,146,74,0,1,76,10,73,86,69,0,0,0,0,10,3,26,0,0,0,0,0,0,0,4,8,3,5,2,3000,0,75,97,187,15,0,-31,0,0,188
45,2,2,2,2,25,Kellen,Winslow,4,5,2900,88,0,468,12,90,0,7,17342,17342,85,24,0,1,97,1,0,0,86,0,0,84,1,6,1015,74,55,53,58,0,0,74,2,0,0,0,0,0,0,115,45,100,0,0,3,0,0,0,0,80,1,6,468,6,99,0,1,29,70,92,3,210,60,0,1,70,22,70,93,75,0,0,0,0,3,4,3,10,3,10,10,10,11,0,4,5,10,10,7,2900,0,76,88,109,10,3,-31,0,0,509
45,4,2,4,2,21,Darnell,Dinkins,4,5,180,80,0,51,24,74,0,0,27140,27140,69,30,0,1,80,1,0,0,71,0,0,68,2,63,1009,73,29,60,60,0,8,62,0,0,0,0,0,0,0,166,45,100,2,0,2,0,0,0,0,87,1,3,51,3,0,0,15,15,37,60,6,0,65,0,1,80,22,72,75,65,0,0,0,0,10,3,26,0,0,0,0,0,0,0,4,8,3,5,2,180,0,74,95,999,6,1,-31,0,0,198
45,2,2,2,2,23,Steve,Heiden,4,5,360,69,0,80,25,73,0,7,608,608,69,31,0,1,65,2,0,0,72,0,0,69,0,8,8,85,37,55,59,0,6,63,0,4,0,0,0,0,0,180,45,100,0,0,4,2,0,0,0,82,1,4,80,4,66,0,3,20,40,56,8,190,67,0,1,95,23,73,77,75,2,2,2,2,10,3,26,0,0,0,0,0,0,0,4,8,3,5,2,360,0,77,105,999,8,5,-31,0,0,154
45,3,4,3,4,12,Alex,Smith,4,6,150,90,0,84,19,81,0,5,26714,26714,79,25,0,1,90,0,0,0,81,0,0,81,2,7,1015,89,44,52,55,0,8,60,0,0,0,7,8,7,8,200,45,100,0,0,1,2,0,0,0,81,1,3,84,3,80,0,3,13,49,82,2,249,65,0,1,98,15,68,81,68,0,2,0,2,10,3,26,0,0,0,0,0,0,0,4,8,3,5,2,150,0,76,95,999,8,2,-31,0,0,187
45,2,2,2,2,34,Jerramy,Stevens,4,6,60,84,0,35,12,82,0,7,14979,14979,79,26,0,1,50,1,0,0,80,0,0,76,2,28,1009,78,39,58,58,0,3,70,0,0,0,0,0,0,0,252,45,100,0,0,1,0,0,0,0,86,1,1,35,1,88,0,1,37,53,83,5,251,67,5,1,52,12,65,83,70,0,0,0,0,10,3,26,0,0,0,0,0,0,0,4,8,3,5,2,60,0,79,105,583,15,0,-31,0,0,188
45,4,2,4,2,17,Anthony,Becht,4,6,750,86,0,105,23,65,0,7,1095,1095,63,30,0,0,72,1,0,0,65,0,0,60,1,27,1009,87,24,62,70,0,11,62,0,0,0,0,1,0,1,254,45,100,0,0,3,4,0,0,0,88,2,5,105,5,83,0,1,26,43,59,7,219,64,0,1,90,19,78,78,76,3,2,3,2,12,3,27,0,0,0,0,0,0,0,4,9,3,5,23,750,0,77,112,31,8,2,-31,0,0,213
45,2,2,2,2,40,Leonard,Pope,4,7,200,89,0,100,28,83,0,7,27283,27283,82,23,0,0,75,0,0,0,77,0,0,85,2,8,1015,90,35,57,59,0,8,60,0,0,0,0,0,2,2,70,45,100,0,0,4,2,30,0,0,82,1,5,100,5,50,0,3,24,45,87,1,287,71,0,1,80,34,68,77,45,0,0,0,0,3,4,3,10,3,10,10,10,11,0,4,5,10,10,7,200,0,79,90,851,35,1,-31,0,0,204
45,4,4,4,4,48,Ben,Patrick,4,7,120,81,0,51,37,73,0,7,27962,27962,77,23,0,0,78,0,0,0,81,0,0,74,2,5,1015,86,35,50,52,0,7,62,0,0,0,0,0,0,0,49,45,100,4,4,3,0,25,0,0,89,1,3,51,3,50,0,7,38,41,82,0,0,74,0,0,90,41,63,75,66,0,0,0,0,10,3,26,0,0,0,0,0,0,2,4,8,3,5,2,120,0,75,92,844,15,0,-31,0,0,207
45,4,2,4,2,35,Scott,Chandler,4,8,120,87,0,63,22,73,0,7,27960,27960,75,22,0,0,85,0,0,0,80,0,0,74,0,30,1015,92,40,64,61,0,6,55,0,4,0,8,8,8,8,89,45,100,2,2,3,0,75,0,0,87,1,3,63,3,55,0,4,20,40,85,0,0,71,0,1,90,22,62,78,62,0,0,0,0,10,3,26,0,0,0,0,0,0,0,4,8,3,5,2,120,0,79,110,999,5,0,-31,0,0,158
45,4,4,4,4,12,Antonio,Gates,4,8,2400,90,1,618,19,90,0,7,17523,17523,86,27,0,1,90,1,0,0,90,0,0,86,2,63,1009,91,44,50,55,0,13,73,0,0,0,8,0,8,0,97,35,100,0,4,4,4,0,0,0,85,1,6,618,6,80,0,15,13,76,94,4,308,70,0,1,88,15,74,97,84,0,0,0,0,10,3,26,0,0,0,0,0,0,0,4,8,3,5,2,2400,0,76,100,660,8,4,-31,0,0,148
45,4,4,4,4,21,Brandon,Manumaleuna,4,8,835,74,0,90,19,74,0,1,15402,15402,67,27,2,0,50,1,0,0,72,0,0,63,1,34,24,65,33,59,59,0,6,60,0,0,0,8,8,8,8,8,45,100,3,2,2,0,40,0,0,86,1,5,90,5,0,0,4,12,37,61,6,318,68,0,1,95,17,80,76,70,2,2,2,2,12,3,27,0,0,0,0,0,0,0,4,9,3,5,23,835,0,74,128,999,15,1,-31,0,0,214
45,4,4,4,4,21,Kris,Wilson,4,9,240,85,0,72,12,85,0,5,17353,17353,77,26,0,0,80,1,0,0,79,0,0,76,2,29,1015,86,37,47,53,0,11,55,0,0,0,0,0,0,0,166,45,100,0,0,1,4,0,0,0,84,1,4,72,4,79,0,2,24,38,85,3,387,64,0,1,95,19,66,76,68,0,0,0,0,3,4,3,10,3,10,10,10,11,0,4,5,10,10,7,240,0,74,88,999,7,3,-31,0,0,203
13,4,4,4,4,28,Tony,Gonzalez,4,9,3000,95,1,576,22,85,0,7,631,631,84,31,0,0,84,2,0,0,92,0,0,78,1,13,1015,92,34,50,55,0,6,65,0,0,0,0,0,0,0,28,37,100,0,0,5,0,0,0,1,88,1,6,576,6,96,0,1,31,75,92,10,354,76,0,1,89,15,69,96,94,0,0,0,0,3,4,3,10,3,10,10,10,11,0,4,5,10,10,7,3000,0,76,88,185,8,10,-31,0,0,213
45,3,3,3,3,19,Jason,Dunn,4,9,700,67,0,138,24,73,0,10,16021,16021,67,32,0,1,74,2,0,0,67,0,0,65,1,24,1009,76,15,55,70,0,11,64,0,0,0,0,0,0,0,56,45,100,5,5,3,4,0,0,0,89,2,6,138,6,60,0,2,19,43,58,11,349,63,0,1,95,19,75,79,72,0,0,0,0,12,3,27,0,0,0,0,0,0,0,4,9,3,5,23,700,0,78,116,999,8,7,-31,0,0,177
45,2,2,2,2,27,Bryan,Fletcher,4,10,96,76,0,63,22,80,0,7,27157,27157,81,28,0,0,70,1,0,0,82,0,0,80,2,38,1009,85,21,48,49,0,8,54,0,0,0,0,0,0,0,226,45,100,0,0,1,0,0,0,0,81,1,3,63,3,0,0,6,22,41,61,3,396,62,0,0,90,19,65,78,72,2,3,2,3,3,4,3,10,3,10,10,10,11,0,4,5,10,10,7,96,0,77,70,999,30,2,-31,0,0,197
45,0,0,0,0,19,Dallas,Clark,4,10,650,88,0,210,19,88,0,7,16564,16564,86,28,0,0,71,1,0,0,83,0,0,82,0,24,1015,84,36,48,54,0,11,62,0,0,0,8,8,8,8,89,45,100,0,0,1,4,0,0,0,44,1,5,210,5,75,0,1,25,54,79,4,392,64,0,1,95,19,66,85,72,0,0,0,0,10,3,26,0,0,0,0,0,0,0,4,8,3,5,2,650,0,75,92,637,8,4,-31,0,0,150
45,4,4,4,4,29,Anthony,Fasano,4,11,280,87,0,84,12,74,0,7,27340,27340,72,23,0,0,88,0,0,0,77,0,0,72,0,21,1015,88,52,58,62,0,3,65,0,2,0,0,0,0,0,152,45,100,0,0,3,0,1,0,0,88,2,4,84,4,45,0,2,26,39,68,1,0,74,0,1,98,14,73,78,56,0,0,0,0,10,3,26,0,0,0,0,0,0,0,4,8,3,5,2,280,0,76,98,999,0,1,-31,0,0,159
45,4,4,4,4,23,Jason,Witten,4,11,2400,87,1,360,20,82,0,7,16563,16563,77,25,2,0,87,1,0,0,85,0,0,76,0,5,1015,87,20,51,59,0,8,75,0,4,0,0,0,0,0,211,45,100,4,4,6,0,0,0,0,82,1,6,360,6,75,0,3,27,62,79,4,465,69,0,1,95,21,71,90,80,0,0,0,0,10,3,26,0,0,0,0,0,0,0,4,8,3,5,2,2400,0,77,97,580,8,4,-31,0,0,512
45,4,4,4,4,17,Justin,Peelle,4,12,300,79,0,39,15,76,0,4,15342,15342,73,28,0,1,50,1,0,0,71,0,0,69,0,5,1009,81,26,52,55,0,3,67,0,2,0,0,0,0,0,160,45,100,2,3,2,0,40,0,0,87,1,3,39,3,55,0,4,12,39,56,5,492,66,0,1,95,10,69,73,67,0,0,0,0,10,3,26,0,0,0,0,0,0,0,4,8,3,5,2,300,0,76,95,999,15,1,-31,0,0,152
45,2,2,2,2,19,David,Martin,4,12,300,85,0,69,22,76,0,7,14720,14720,79,28,0,0,79,1,0,0,73,0,0,78,2,35,1009,80,36,58,60,0,8,55,0,0,0,0,0,0,0,211,45,100,0,0,3,0,0,0,0,88,1,3,69,3,80,0,6,16,51,67,6,490,60,0,1,95,15,69,79,71,0,0,0,0,10,3,26,0,0,0,0,0,0,0,4,8,3,5,2,300,0,76,100,999,8,0,-31,0,0,196
45,2,2,2,2,30,Mike,Bartrum,4,13,82,90,1,8,10,64,0,7,15774,15774,60,37,0,0,81,2,0,0,65,0,0,62,0,63,1009,75,20,64,65,0,6,55,0,2,0,0,0,0,0,110,45,100,1,1,1,0,45,0,0,88,2,1,8,1,81,0,15,37,27,62,13,508,51,0,1,95,13,67,69,70,0,0,0,0,3,4,3,10,3,10,10,10,11,0,4,5,10,10,7,82,0,76,85,999,0,7,-31,0,0,166
45,2,2,2,2,27,Matt,Schobel,4,13,750,78,0,115,11,77,1,7,15358,15358,80,28,0,0,50,1,0,0,76,0,0,67,0,2,1009,60,38,55,59,0,6,60,0,2,0,0,0,0,0,207,45,100,0,0,4,0,0,0,0,89,1,5,115,5,0,0,3,27,46,62,5,539,66,0,1,91,13,69,79,69,0,0,0,0,10,3,26,0,0,0,0,0,0,0,4,8,3,5,2,750,0,77,103,999,15,1,-31,0,0,166
45,2,2,2,2,17,L.J.,Smith,4,13,90,86,0,49,11,84,0,7,16651,16651,81,27,0,1,78,1,0,0,82,0,0,80,1,29,1015,88,13,52,58,0,1,68,0,0,0,7,7,7,7,175,45,100,0,0,1,0,0,0,0,82,1,1,49,1,93,0,2,24,61,85,4,542,68,0,1,95,31,69,87,76,0,3,0,3,10,3,26,0,0,0,0,0,0,0,4,8,3,5,2,90,0,75,98,863,12,4,-31,0,0,177
45,4,4,4,4,35,Martrez,Milner,4,14,120,84,0,21,22,82,0,7,27963,27963,74,23,0,0,74,0,0,0,70,0,0,79,2,34,1015,78,35,46,48,0,7,66,0,0,0,0,0,0,0,70,45,100,4,4,3,0,25,0,0,88,1,3,21,3,50,0,4,26,26,86,0,0,73,0,0,90,24,62,66,59,0,0,0,0,10,3,26,0,0,0,0,0,0,2,4,8,3,5,2,120,0,76,92,844,35,0,-31,0,0,206
45,4,4,4,4,22,Dwayne,Blakley,4,14,51,65,0,8,10,69,0,4,26449,26449,70,28,0,0,68,1,0,0,71,0,0,65,2,63,1009,88,22,52,53,0,13,51,0,0,0,7,7,7,7,122,45,100,2,2,1,4,40,0,0,85,1,1,8,1,82,0,15,21,32,70,3,553,70,0,1,100,10,72,69,70,3,3,3,3,10,3,26,0,0,0,0,0,0,0,4,8,3,5,2,51,0,76,96,999,0,3,-31,0,0,186
45,2,4,2,4,19,Alge,Crumpler,4,14,660,82,1,216,22,80,0,5,14179,14179,78,28,2,0,79,1,0,0,86,0,0,77,2,4,1015,76,25,50,60,0,8,70,0,0,0,0,0,0,0,135,45,100,2,2,3,0,40,0,0,83,1,3,216,3,77,0,2,22,75,77,6,560,70,0,1,90,20,74,92,85,3,3,3,3,10,3,26,0,0,0,0,0,0,0,4,8,3,5,2,660,0,74,102,110,5,6,-31,0,0,98
45,2,2,2,2,33,Delanie,Walker,4,15,180,80,0,32,25,85,0,7,27370,27370,85,23,0,1,85,0,0,0,75,0,0,83,2,6,1015,90,41,28,49,0,7,68,0,0,0,0,0,0,0,265,45,100,0,0,3,2,35,0,0,46,1,4,32,4,90,0,6,35,30,88,1,0,70,0,1,90,22,69,69,45,0,0,0,0,3,4,3,10,3,10,10,10,11,0,4,5,10,10,7,180,0,72,77,999,44,1,-31,0,0,205
45,3,3,3,3,40,Vernon,Davis,4,15,2000,90,0,230,11,91,0,7,27282,27282,92,23,0,1,84,0,0,0,85,0,0,89,2,6,1015,84,50,46,53,0,13,72,0,0,0,8,0,8,0,111,36,100,0,0,4,4,25,0,0,85,1,5,230,5,0,0,1,25,62,94,1,595,70,0,1,80,15,70,86,55,0,2,0,2,10,3,26,0,0,0,0,0,0,0,4,8,3,5,2,2000,0,75,93,827,40,1,-31,0,0,205
45,3,2,3,2,19,Kevin,Boss,4,16,160,91,1,80,13,72,0,7,28051,28051,75,23,0,0,78,0,0,0,80,0,0,71,0,16,1015,78,31,52,55,0,8,75,0,2,22,8,8,8,8,265,45,100,0,0,4,2,0,0,0,89,1,4,80,4,99,0,5,20,39,90,0,0,67,0,1,85,16,70,77,60,0,0,0,0,10,3,26,0,0,0,0,0,0,0,4,8,3,5,2,160,0,79,92,999,10,0,-31,0,0,150
45,3,2,3,2,19,Jeremy,Shockey,4,16,2000,95,1,360,13,89,0,9,14823,14823,84,27,0,0,99,1,0,0,85,0,0,84,0,14,1015,81,31,50,54,0,8,77,0,1,22,8,8,8,8,115,45,100,0,0,5,2,0,1,1,80,1,5,360,5,99,0,1,20,66,90,5,661,67,0,1,75,16,71,92,84,0,0,0,0,10,3,26,0,0,0,0,0,0,0,4,8,3,5,2,2000,0,77,92,405,10,5,-31,0,0,150
45,4,4,4,4,40,Marcedes,Lewis,4,17,700,88,0,125,37,82,0,7,27284,27284,77,23,0,0,65,0,0,0,80,0,0,78,2,28,1015,88,35,54,57,0,7,55,0,0,0,0,0,0,0,226,45,100,4,4,4,0,25,0,0,89,1,5,125,5,50,0,1,40,45,78,1,0,71,0,0,80,39,73,80,62,0,0,0,0,10,3,26,0,0,0,0,0,0,2,4,8,3,5,2,700,0,78,101,844,35,1,-31,0,0,195
45,2,2,2,2,10,George,Wrighster,4,17,700,82,0,160,11,81,0,5,16981,16981,78,26,0,0,75,1,0,0,75,0,0,76,2,7,1015,85,32,52,58,0,8,66,0,0,0,0,0,0,0,160,45,100,0,0,5,2,0,0,0,87,1,5,160,5,0,0,4,12,49,74,4,718,63,0,1,95,15,72,82,73,0,0,0,0,10,3,26,0,0,0,0,0,0,0,4,8,3,5,2,700,0,74,95,999,15,4,-31,0,0,212
45,4,4,4,4,19,Jermaine,Wiggins,4,17,90,70,0,35,21,71,0,7,16060,16060,68,32,0,0,80,2,0,0,88,0,0,72,1,63,1009,70,46,47,52,0,0,65,4,0,25,0,0,0,0,70,45,100,3,3,1,0,45,0,0,85,1,1,35,1,82,0,15,21,51,62,7,712,65,8,1,95,16,77,83,80,0,0,0,0,10,3,26,0,0,0,0,0,0,0,4,8,3,5,2,90,0,74,100,999,8,0,-31,0,0,179
45,2,2,2,2,19,Sean,Ryan,4,18,58,76,0,15,17,72,0,7,17350,17350,68,27,0,0,75,1,0,0,72,0,0,70,0,12,11,74,41,52,58,0,3,65,0,4,0,0,0,0,0,20,45,100,0,0,1,0,0,0,0,88,1,1,15,1,45,0,5,16,39,70,4,0,66,0,1,94,18,72,74,68,0,0,0,0,10,3,26,0,0,0,0,0,0,0,4,8,3,5,2,58,0,76,108,999,10,1,-31,0,0,151
45,2,2,2,2,24,Chris,Baker,4,18,360,75,0,92,26,81,3,7,15314,15314,77,26,0,0,50,1,0,0,75,0,0,73,2,23,1015,86,30,58,60,0,8,62,0,0,0,7,7,7,7,118,45,100,2,2,3,0,40,0,0,86,1,4,92,4,0,0,3,27,49,74,5,719,65,0,1,95,26,65,79,68,3,3,3,3,10,3,26,0,0,0,0,0,0,0,4,8,3,5,2,360,0,75,98,999,15,5,-31,0,0,204
45,2,2,2,2,18,Casey,Fitzsimmons,4,19,210,59,0,27,15,70,0,7,17197,17197,72,25,0,1,65,1,0,0,74,0,0,65,0,63,1009,81,20,50,54,0,8,57,0,2,0,0,0,0,0,265,45,100,0,0,3,0,0,0,0,82,1,3,27,3,0,0,15,14,33,65,4,777,61,0,1,97,14,63,70,69,0,0,0,0,3,4,3,10,3,10,10,10,11,0,4,5,10,10,7,210,0,75,90,999,8,4,-31,0,0,150
45,4,4,4,4,23,Dan,Campbell,4,19,900,70,0,140,20,73,0,9,1021,1021,68,31,0,0,49,2,0,0,76,0,0,65,0,18,1009,69,20,60,64,0,3,54,0,1,0,0,0,0,0,215,45,100,0,0,4,2,0,0,0,89,2,5,140,5,62,0,3,27,53,54,8,769,62,0,1,95,21,73,81,78,0,0,0,0,10,3,26,0,0,0,0,0,0,0,4,8,3,5,2,900,0,77,103,999,8,1,-31,0,0,152
45,3,3,3,3,34,Eric,Beverly,4,19,72,55,0,17,22,72,0,0,1153,1153,56,33,0,0,87,2,0,0,57,0,0,55,2,63,1009,72,26,82,79,0,3,45,0,0,0,2,2,2,2,116,45,100,2,2,1,0,40,0,0,80,0,1,17,1,89,0,15,24,42,45,9,764,45,0,1,95,19,86,75,60,0,0,0,0,12,3,27,0,0,0,0,0,0,0,4,9,3,5,23,72,0,75,140,999,0,0,-31,0,0,186
45,2,2,2,2,23,Donald,Lee,4,20,60,74,0,18,15,80,0,5,17097,17097,77,27,0,0,70,1,0,0,70,0,0,78,2,21,1009,75,16,52,56,0,1,65,0,0,0,0,0,0,0,121,45,100,0,0,1,0,0,0,0,86,1,1,18,1,87,0,5,18,44,76,4,826,67,0,1,85,20,70,76,67,0,0,0,0,3,4,3,10,3,10,10,10,11,0,4,5,10,10,7,60,0,75,89,999,6,2,-31,0,0,204
45,4,2,4,2,35,Clark,Harris,4,20,120,88,0,39,21,71,0,7,27964,27964,70,23,0,0,84,0,0,0,77,0,0,72,0,33,1015,82,35,57,54,0,6,68,0,4,0,8,8,8,8,175,45,100,2,2,3,0,75,0,0,44,1,3,39,3,55,0,7,23,39,80,0,0,76,0,1,90,20,62,73,65,0,0,0,0,10,3,26,0,0,0,0,0,0,0,4,8,3,5,2,120,0,78,101,999,15,0,-31,0,0,154
45,2,2,2,2,23,Bubba,Franks,4,20,2800,78,0,196,24,65,0,5,1201,1201,64,29,2,0,85,1,0,0,72,0,0,62,2,14,1015,85,26,56,66,0,6,66,0,0,1,8,8,8,8,115,45,100,2,3,5,0,40,1,0,88,2,7,196,7,91,0,1,22,53,70,7,817,70,0,0,88,16,78,81,80,0,0,0,0,10,3,26,0,0,0,0,0,0,0,4,8,3,5,2,2800,0,78,103,160,8,7,-31,0,0,138
45,2,2,2,2,27,Jeff,King,4,21,36,85,0,21,14,74,0,7,27413,27413,72,23,0,0,92,0,0,0,72,0,0,70,0,23,1015,90,45,58,62,1,11,70,0,2,0,0,1,0,1,241,45,100,0,0,1,4,1,0,0,87,2,1,21,1,78,0,5,24,48,85,1,0,66,0,1,97,25,74,78,63,0,0,0,0,10,3,26,0,0,0,0,0,0,0,4,8,3,5,2,36,0,75,93,999,15,0,-31,0,0,160
45,2,2,2,2,10,Michael,Gaines,4,21,130,82,0,13,11,80,0,5,17352,17352,76,27,0,0,75,1,0,0,77,0,0,75,2,31,1015,80,40,44,50,0,8,52,0,0,0,7,7,7,7,225,45,100,0,0,1,0,0,0,0,84,1,1,13,1,84,0,7,10,39,80,3,851,68,0,1,86,10,72,73,67,3,2,3,2,12,3,27,0,0,0,0,0,0,0,4,9,3,5,23,130,0,74,120,999,4,3,-31,0,0,208
45,4,3,4,3,24,David,Thomas,4,22,240,85,0,51,14,82,0,7,27418,27418,78,24,0,0,76,0,0,0,75,0,0,80,0,22,1015,89,37,54,57,0,8,52,0,2,0,0,0,0,0,214,45,100,3,3,2,0,40,0,0,86,1,3,51,3,54,0,3,22,35,84,1,911,68,0,1,90,11,67,75,60,0,0,0,0,3,4,3,10,3,10,10,10,11,0,4,5,10,10,7,240,0,75,86,854,11,1,-31,0,0,150
45,4,4,4,4,21,Benjamin,Watson,4,22,570,88,0,265,14,92,0,5,17344,17344,89,25,0,0,88,1,0,0,82,0,0,88,2,32,1015,86,42,45,53,0,8,70,0,0,0,0,0,0,0,70,45,100,0,0,2,0,0,0,0,84,1,5,265,5,85,0,1,20,59,88,3,915,65,0,1,91,18,70,88,74,0,0,0,0,10,3,26,0,0,0,0,0,0,0,4,8,3,5,2,570,0,75,98,999,5,3,-31,0,0,195
45,2,2,2,2,20,Kyle,Brady,4,22,500,82,0,56,19,62,0,7,1044,1044,59,35,0,0,86,2,0,0,63,0,0,55,0,9,1009,72,33,64,75,0,6,62,0,2,0,0,2,0,2,164,45,100,0,0,2,2,0,0,0,88,2,2,56,2,89,0,1,19,46,58,12,880,72,0,1,94,25,82,81,84,3,3,3,3,12,3,27,0,0,0,0,0,0,0,4,9,3,5,23,500,0,78,118,47,8,0,-31,0,0,150
45,3,3,3,3,18,Randal,Williams,4,23,240,75,0,36,24,86,0,5,15629,15629,87,29,0,1,59,1,0,0,74,0,0,84,2,63,1009,85,45,48,50,0,1,52,0,0,0,0,0,0,0,266,45,100,0,0,3,0,0,0,0,86,1,3,36,3,92,0,15,25,38,83,5,0,42,0,1,95,22,55,72,65,0,0,0,0,3,4,3,10,3,10,10,10,11,0,4,5,10,10,7,240,0,75,60,999,45,5,-31,0,0,196
